Make_name,COUNT(1),year_model,moves_adjusted_fuel_code,Fuel Detail,Duty
VOLKSWAGEN,119,1984,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
VOLVO,3,1984,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
VOLVO,40,1984,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
WINNEBAGO,1,1984,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
YAMAHA,55,1984,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
ALFA ROMEO,27,1985,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
AMERICAN MOTORS,3,1985,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
AUDI,4,1985,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
BAJAJ,3,1985,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
BENTLEY,1,1985,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
BMW,4,1985,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
BMW,236,1985,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
BUICK,335,1985,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
CADILLAC,223,1985,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
CHEVROLET,238,1985,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
CHEVROLET,6141,1985,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
CHRYSLER,45,1985,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
DODGE,635,1985,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
FERRARI,18,1985,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
FIAT,3,1985,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
FORD,162,1985,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
FORD,2394,1985,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
GMC,19,1985,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
GMC,847,1985,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
HARLEY-DAVIDSON,198,1985,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
HONDA,568,1985,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
ISUZU,21,1985,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
ISUZU,25,1985,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
JAGUAR,46,1985,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
JEEP,681,1985,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
JOHNNY PAG MOTOR COMPANY,1,1985,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
KAWASAKI,55,1985,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
LINCOLN,55,1985,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
LML,1,1985,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
LOTUS,2,1985,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
MASERATI,1,1985,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
MAZDA,101,1985,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
MERCEDES-BENZ,227,1985,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
MERCEDES-BENZ,291,1985,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
MERCURY,71,1985,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
MERKUR,3,1985,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
MITSUBISHI,1,1985,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
MITSUBISHI,3,1985,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
NISSAN,445,1985,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
OLDSMOBILE,1,1985,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
OLDSMOBILE,659,1985,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
PLYMOUTH,20,1985,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
PONTIAC,330,1985,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
PORSCHE,157,1985,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
QIANJIANG,1,1985,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
ROLLS-ROYCE,11,1985,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
SAAB,10,1985,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
SUBARU,10,1985,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
SUZUKI,37,1985,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
TOYOTA,7,1985,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
TOYOTA,873,1985,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
UNKNOWN,366,1985,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
VESPA,3,1985,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
VOLKSWAGEN,11,1985,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
VOLKSWAGEN,93,1985,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
VOLVO,36,1985,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
WINNEBAGO,1,1985,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
WINNEBAGO,1,1985,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
YAMAHA,98,1985,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
ZERO MOTORCYCLES INC,1,1985,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
ACURA,8,1986,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
ALFA ROMEO,51,1986,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
AMERICAN MOTORS,2,1986,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
AUDI,6,1986,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
BENTLEY,1,1986,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
BMW,4,1986,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
BMW,221,1986,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
BUICK,271,1986,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
CADILLAC,128,1986,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
CHEVROLET,219,1986,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
CHEVROLET,6623,1986,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
CHRYSLER,45,1986,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
DODGE,655,1986,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
DUCATI,2,1986,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
FERRARI,14,1986,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
FIAT,2,1986,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
FORD,259,1986,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
FORD,3527,1986,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
FOSTI,2,1986,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
GMC,9,1986,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
GMC,808,1986,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
HARLEY-DAVIDSON,173,1986,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
HONDA,648,1986,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
ISUZU,40,1986,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
ISUZU,90,1986,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
JAGUAR,73,1986,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
JEEP,589,1986,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
KAWASAKI,51,1986,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
LINCOLN,70,1986,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
LOTUS,1,1986,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
MASERATI,4,1986,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
MAZDA,205,1986,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
MERCEDES-BENZ,43,1986,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
MERCEDES-BENZ,281,1986,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
MERCURY,79,1986,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
MERKUR,2,1986,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
MITSUBISHI,26,1986,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
NISSAN,806,1986,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
OLDSMOBILE,660,1986,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
PLYMOUTH,32,1986,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
PONTIAC,430,1986,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
PORSCHE,282,1986,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
RHON MOTORCYCLE,1,1986,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
ROLLS-ROYCE,8,1986,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
SAAB,12,1986,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
SUBARU,16,1986,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
SUZUKI,272,1986,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
TOYOTA,1,1986,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
TOYOTA,1389,1986,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
TVR,1,1986,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
UNKNOWN,380,1986,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
VOLKSWAGEN,11,1986,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
VOLKSWAGEN,75,1986,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
VOLVO,50,1986,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
WINNEBAGO,1,1986,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
WINNEBAGO,2,1986,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
YAMAHA,114,1986,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
YUGO,1,1986,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
ZHIWEI MOTORS,1,1986,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
ACURA,13,1987,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
ALFA ROMEO,35,1987,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
AMERICAN MOTORS,2,1987,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
AUDI,9,1987,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
BENTLEY,3,1987,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
BMW,391,1987,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
BUICK,418,1987,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
CADILLAC,216,1987,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
CHEVROLET,55,1987,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
CHEVROLET,5947,1987,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
CHRYSLER,86,1987,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
DODGE,1054,1987,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
DUCATI,2,1987,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
FERRARI,12,1987,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
FIAT,4,1987,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
FORD,142,1987,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
FORD,2909,1987,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
GMC,11,1987,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
GMC,776,1987,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
HARLEY-DAVIDSON,238,1987,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
HONDA,383,1987,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
HYUNDAI,1,1987,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
ISUZU,10,1987,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
ISUZU,49,1987,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
JAGUAR,62,1987,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
JEEP,812,1987,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
JINCHENG CO,1,1987,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
KAWASAKI,35,1987,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
LAND ROVER,4,1987,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
LINCOLN,53,1987,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
LOTUS,2,1987,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
MASERATI,2,1987,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
MAZDA,228,1987,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
MERCEDES-BENZ,120,1987,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
MERCEDES-BENZ,395,1987,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
MERCURY,79,1987,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
MERKUR,1,1987,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
MITSUBISHI,35,1987,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
NISSAN,571,1987,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
OLDSMOBILE,554,1987,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
PEUGEOT,1,1987,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
PLYMOUTH,24,1987,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
PONTIAC,245,1987,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
PORSCHE,354,1987,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
QIANJIANG,1,1987,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
RHON MOTORCYCLE,1,1987,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
ROLLS-ROYCE,15,1987,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
SAAB,16,1987,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
SUBARU,3,1987,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
SUZUKI,402,1987,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
TOYOTA,2,1987,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
TOYOTA,1564,1987,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
UNKNOWN,376,1987,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
VOLKSWAGEN,88,1987,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
VOLVO,79,1987,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
WINNEBAGO,5,1987,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
YAMAHA,73,1987,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
YUGO,2,1987,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
ACURA,38,1988,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
ALFA ROMEO,25,1988,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
BAJAJ,4,1988,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
BENTLEY,4,1988,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
BMW,356,1988,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
BUICK,111,1988,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
CADILLAC,286,1988,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
CHEVROLET,61,1988,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
CHEVROLET,6595,1988,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
CHRYSLER,60,1988,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
DAIHATSU,2,1988,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
DODGE,844,1988,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
DUCATI,2,1988,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
EAGLE,2,1988,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
FERRARI,12,1988,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
FIAT,2,1988,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
FORD,211,1988,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
FORD,4908,1988,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
GMC,11,1988,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
GMC,1161,1988,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
HARLEY-DAVIDSON,256,1988,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
HONDA,554,1988,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
HYUNDAI,4,1988,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
INDEPENDENCE MOTORCYCLE,1,1988,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
ISUZU,99,1988,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
JAGUAR,44,1988,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
JEEP,1066,1988,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
KAWASAKI,33,1988,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
LAMBORGHINI,2,1988,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
LAND ROVER,10,1988,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
LINCOLN,183,1988,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
LOTUS,4,1988,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
MAZDA,276,1988,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
MERCEDES-BENZ,1,1988,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
MERCEDES-BENZ,441,1988,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
MERCURY,110,1988,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
MERKUR,7,1988,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
MITSUBISHI,63,1988,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
NISSAN,403,1988,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
OLDSMOBILE,291,1988,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
PLYMOUTH,62,1988,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
PONTIAC,294,1988,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
PORSCHE,191,1988,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
ROLLS-ROYCE,15,1988,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
SAAB,23,1988,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
SUBARU,12,1988,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
SUZUKI,408,1988,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
TOYOTA,1356,1988,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
UNKNOWN,285,1988,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
VOLKSWAGEN,62,1988,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
VOLVO,95,1988,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
WINNEBAGO,5,1988,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
YAMAHA,63,1988,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
YUGO,6,1988,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
ZERO MOTORCYCLES INC,1,1988,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
ACURA,32,1989,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
ALFA ROMEO,14,1989,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
AUDI,4,1989,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
BAJAJ,4,1989,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
BENTLEY,7,1989,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
BMW,336,1989,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
BOOM TRIKES,1,1989,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
BUICK,228,1989,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
CADILLAC,331,1989,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
CHEVROLET,49,1989,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
CHEVROLET,7481,1989,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
CHRYSLER,75,1989,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
DAIHATSU,4,1989,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
DODGE,73,1989,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
DODGE,1134,1989,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
EAGLE,1,1989,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
FERRARI,7,1989,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
FORD,254,1989,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
FORD,5376,1989,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
GEO,21,1989,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
GMC,18,1989,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
GMC,1393,1989,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
HARLEY-DAVIDSON,312,1989,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
HONDA,638,1989,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
HYUNDAI,2,1989,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
ISUZU,147,1989,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
JAGUAR,73,1989,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
JEEP,1308,1989,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
KAWASAKI,31,1989,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
LAND ROVER,8,1989,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
LINCOLN,166,1989,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
LOTUS,2,1989,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
MASERATI,2,1989,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
MAZDA,224,1989,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
MERCEDES-BENZ,2,1989,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
MERCEDES-BENZ,444,1989,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
MERCURY,128,1989,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
MERKUR,2,1989,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
MITSUBISHI,49,1989,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
NISSAN,514,1989,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
OLDSMOBILE,181,1989,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
PEUGEOT,2,1989,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
PLYMOUTH,43,1989,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
PONTIAC,218,1989,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
PORSCHE,129,1989,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
ROLLS-ROYCE,15,1989,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
SAAB,17,1989,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
SUBARU,5,1989,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
SUZUKI,78,1989,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
TOYOTA,1527,1989,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
UNKNOWN,255,1989,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
UTILIMASTER,4,1989,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
VOLKSWAGEN,5,1989,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
VOLKSWAGEN,88,1989,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
VOLVO,135,1989,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
WINNEBAGO,1,1989,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
YAMAHA,86,1989,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
ZERO MOTORCYCLES INC,2,1989,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
ACURA,97,1990,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
ALFA ROMEO,15,1990,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
AUDI,4,1990,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
BAJAJ,1,1990,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
BENTLEY,4,1990,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
BMW,268,1990,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
BUICK,303,1990,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
CADILLAC,333,1990,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
CF MOTO,1,1990,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
CHEVROLET,72,1990,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
CHEVROLET,5938,1990,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
CHRYSLER,54,1990,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
DAIHATSU,12,1990,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
DODGE,82,1990,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
DODGE,701,1990,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
DUCATI,2,1990,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
EAGLE,9,1990,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
FERRARI,8,1990,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
FORD,237,1990,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
FORD,4995,1990,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
GEO,129,1990,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
GMC,14,1990,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
GMC,1389,1990,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
HARLEY-DAVIDSON,338,1990,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
HONDA,1046,1990,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
HYUNDAI,4,1990,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
INFINITI,6,1990,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
ISUZU,163,1990,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
JAGUAR,59,1990,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
JEEP,996,1990,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
KAWASAKI,42,1990,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
LAND ROVER,5,1990,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
LEXUS,91,1990,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
LINCOLN,114,1990,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
LINHAI,1,1990,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
LOTUS,4,1990,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
MAZDA,1013,1990,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
MERCEDES-BENZ,21,1990,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
MERCEDES-BENZ,308,1990,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
MERCURY,79,1990,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
