Make,COUNT(1),year_model,moves_adjusted_fuel_code,Fuel Detail,Duty
FREIGHTLINER,45,2018,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
GILLIG,4,2018,3,CNG,"Heavy Duty (GVWR>10,000 lbs)"
GILLIG,136,2018,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
GMC,319,2018,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
GMC,188,2018,5,E-85,"Heavy Duty (GVWR>10,000 lbs)"
GRANDE WEST,3,2018,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
HENDRICKSON,2,2018,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
HINO,372,2018,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
IC CORPORATION,131,2018,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
IC CORPORATION,1,2018,4,Propane,"Heavy Duty (GVWR>10,000 lbs)"
INTERNATIONAL,843,2018,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
ISUZU,512,2018,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
ISUZU,498,2018,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
KALMAR,62,2018,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
KENWORTH,170,2018,3,CNG,"Heavy Duty (GVWR>10,000 lbs)"
KENWORTH,1109,2018,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
KENWORTH,4,2018,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
MACK,13,2018,3,CNG,"Heavy Duty (GVWR>10,000 lbs)"
MACK,499,2018,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MERCEDES-BENZ,155,2018,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MOTOR COACH INDUSTRIES,3,2018,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
OSHKOSH MOTOR TRUCK CO.,12,2018,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
PETERBILT,50,2018,3,CNG,"Heavy Duty (GVWR>10,000 lbs)"
PETERBILT,559,2018,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
PETERBILT,23,2018,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
PIERCE MFG. INC.,44,2018,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
PREVOST,3,2018,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
RAM,2930,2018,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
RAM,214,2018,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
ROSENBAUER AMERICA,3,2018,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
SPARTAN MOTORS,33,2018,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
TEMSA BUS,3,2018,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
TEREX / TEREX ADVANCE,29,2018,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
TERMINAL INVESTMENT CORP,27,2018,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
THOMAS,31,2018,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
TIFFIN MOTORHOMES INC,18,2018,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
VAN HOOL,7,2018,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
VOLVO,334,2018,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
WESTERN STAR,89,2018,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
WESTERN STAR,2,2018,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
AUTOCAR LLC,3,2019,3,CNG,"Heavy Duty (GVWR>10,000 lbs)"
AUTOCAR LLC,14,2019,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
BLUE BIRD,197,2019,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
BLUE BIRD,131,2019,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
BLUE BIRD,202,2019,4,Propane,"Heavy Duty (GVWR>10,000 lbs)"
CAPACITY OF TEXAS,18,2019,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
CHEVROLET,9,2019,3,CNG,"Heavy Duty (GVWR>10,000 lbs)"
CHEVROLET,975,2019,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
CHEVROLET,378,2019,5,E-85,"Heavy Duty (GVWR>10,000 lbs)"
CHEVROLET,125,2019,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
CRANE CARRIER,40,2019,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
EMERGENCY ONE,12,2019,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FORD,4586,2019,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FORD,5067,2019,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
FREIGHTLINER,1,2019,3,CNG,"Heavy Duty (GVWR>10,000 lbs)"
FREIGHTLINER,2682,2019,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FREIGHTLINER,683,2019,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
FREIGHTLINER,30,2019,4,Propane,"Heavy Duty (GVWR>10,000 lbs)"
FREIGHTLINER,15,2019,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
GILLIG,61,2019,3,CNG,"Heavy Duty (GVWR>10,000 lbs)"
GILLIG,63,2019,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
GMC,347,2019,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
GMC,143,2019,5,E-85,"Heavy Duty (GVWR>10,000 lbs)"
HENDRICKSON,7,2019,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
HINO,485,2019,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
IC CORPORATION,104,2019,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
IC CORPORATION,13,2019,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
INTERNATIONAL,845,2019,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
ISUZU,414,2019,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
ISUZU,587,2019,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
KALMAR,29,2019,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
KENWORTH,1110,2019,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
KENWORTH,1,2019,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
KOVATCH,2,2019,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MACK,596,2019,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MERCEDES-BENZ,282,2019,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MITSUBISHI FUSO TRUCK OF AMERICA INC,19,2019,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
MOTOR COACH INDUSTRIES,1,2019,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MOTOR COACH INDUSTRIES,2,2019,9,Electric,"Heavy Duty (GVWR>10,000 lbs)"
NEW FLYER,7,2019,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
OSHKOSH MOTOR TRUCK CO.,10,2019,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
PETERBILT,83,2019,3,CNG,"Heavy Duty (GVWR>10,000 lbs)"
PETERBILT,580,2019,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
PETERBILT,11,2019,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
PIERCE MFG. INC.,28,2019,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
PREVOST,2,2019,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
PROTERRA,20,2019,9,Electric,"Heavy Duty (GVWR>10,000 lbs)"
RAM,2049,2019,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
RAM,104,2019,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
SPARTAN MOTORS,37,2019,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
TEMSA BUS,2,2019,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
TEREX / TEREX ADVANCE,10,2019,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
TERMINAL INVESTMENT CORP,51,2019,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
THOMAS,5,2019,3,CNG,"Heavy Duty (GVWR>10,000 lbs)"
THOMAS,19,2019,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
TIFFIN MOTORHOMES INC,34,2019,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
VAN HOOL,1,2019,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
VOLVO,330,2019,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
WESTERN STAR,115,2019,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
WESTERN STAR,7,2019,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
AUTOCAR LLC,2,2020,3,CNG,"Heavy Duty (GVWR>10,000 lbs)"
AUTOCAR LLC,63,2020,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
BLUE BIRD,282,2020,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
BLUE BIRD,1,2020,9,Electric,"Heavy Duty (GVWR>10,000 lbs)"
BLUE BIRD,129,2020,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
BLUE BIRD,298,2020,4,Propane,"Heavy Duty (GVWR>10,000 lbs)"
BYD COACH AND BUS LLC,15,2020,9,Electric,"Heavy Duty (GVWR>10,000 lbs)"
CAPACITY OF TEXAS,3,2020,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
CHEVROLET,4,2020,3,CNG,"Heavy Duty (GVWR>10,000 lbs)"
CHEVROLET,2414,2020,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
CHEVROLET,163,2020,5,E-85,"Heavy Duty (GVWR>10,000 lbs)"
CHEVROLET,1325,2020,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
CRANE CARRIER,3,2020,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
EL DORADO,16,2020,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
EMERGENCY ONE,11,2020,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FORD,3255,2020,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FORD,2559,2020,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
FREIGHTLINER,2755,2020,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FREIGHTLINER,1435,2020,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
FREIGHTLINER,47,2020,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
GILLIG,25,2020,3,CNG,"Heavy Duty (GVWR>10,000 lbs)"
GILLIG,6,2020,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
GMC,1940,2020,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
GMC,56,2020,5,E-85,"Heavy Duty (GVWR>10,000 lbs)"
GMC,226,2020,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
GRANDE WEST,2,2020,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
HENDRICKSON,6,2020,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
HINO,445,2020,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
IC CORPORATION,201,2020,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
IC CORPORATION,93,2020,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
INTERNATIONAL,1010,2020,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
ISUZU,368,2020,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
ISUZU,485,2020,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
KALMAR,79,2020,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
KENWORTH,4,2020,3,CNG,"Heavy Duty (GVWR>10,000 lbs)"
KENWORTH,1003,2020,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
KOVATCH,12,2020,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MACK,4,2020,3,CNG,"Heavy Duty (GVWR>10,000 lbs)"
MACK,690,2020,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MERCEDES-BENZ,206,2020,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MITSUBISHI FUSO TRUCK OF AMERICA INC,26,2020,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
MOTOR COACH INDUSTRIES,81,2020,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MOTOR COACH INDUSTRIES,1,2020,9,Electric,"Heavy Duty (GVWR>10,000 lbs)"
NEW FLYER,7,2020,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
OSHKOSH MOTOR TRUCK CO.,36,2020,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
PETERBILT,29,2020,3,CNG,"Heavy Duty (GVWR>10,000 lbs)"
PETERBILT,670,2020,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
PIERCE MFG. INC.,34,2020,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
PREVOST,5,2020,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
PROTERRA,13,2020,9,Electric,"Heavy Duty (GVWR>10,000 lbs)"
RAM,2020,2020,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
RAM,71,2020,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
ROSENBAUER AMERICA,2,2020,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
SPARTAN MOTORS,27,2020,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
SUTPHEN CORP.,11,2020,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
TEMSA BUS,1,2020,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
TEREX / TEREX ADVANCE,38,2020,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
TERMINAL INVESTMENT CORP,86,2020,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
THOMAS,35,2020,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
TIFFIN MOTORHOMES INC,17,2020,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
VAN HOOL,3,2020,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
VOLVO,357,2020,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
WESTERN STAR,143,2020,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
WESTERN STAR,10,2020,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
AUTOCAR LLC,36,2021,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
BLUE BIRD,190,2021,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
BLUE BIRD,140,2021,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
BLUE BIRD,216,2021,4,Propane,"Heavy Duty (GVWR>10,000 lbs)"
BYD COACH AND BUS LLC,4,2021,9,Electric,"Heavy Duty (GVWR>10,000 lbs)"
CAPACITY OF TEXAS,51,2021,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
CHEVROLET,1926,2021,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
CHEVROLET,1158,2021,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
CRANE CARRIER,16,2021,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
DENNIS EAGLE,1,2021,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
EMERGENCY ONE,2,2021,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FORD,2821,2021,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FORD,2971,2021,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
FREIGHTLINER,1,2021,3,CNG,"Heavy Duty (GVWR>10,000 lbs)"
FREIGHTLINER,1854,2021,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FREIGHTLINER,1266,2021,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
FREIGHTLINER,1,2021,4,Propane,"Heavy Duty (GVWR>10,000 lbs)"
GILLIG,12,2021,3,CNG,"Heavy Duty (GVWR>10,000 lbs)"
GILLIG,6,2021,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
GILLIG,6,2021,9,Electric,"Heavy Duty (GVWR>10,000 lbs)"
GMC,1493,2021,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
GMC,313,2021,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
GRANDE WEST,2,2021,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
HENDRICKSON,9,2021,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
HINO,98,2021,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
IC CORPORATION,134,2021,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
IC CORPORATION,36,2021,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
INTERNATIONAL,500,2021,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
ISUZU,179,2021,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
ISUZU,451,2021,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
KALMAR,117,2021,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
KENWORTH,32,2021,3,CNG,"Heavy Duty (GVWR>10,000 lbs)"
KENWORTH,646,2021,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
KOVATCH,2,2021,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MACK,1,2021,3,CNG,"Heavy Duty (GVWR>10,000 lbs)"
MACK,582,2021,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MERCEDES-BENZ,166,2021,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MITSUBISHI FUSO TRUCK OF AMERICA INC,11,2021,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
MOTOR COACH INDUSTRIES,15,2021,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
NEW FLYER,4,2021,3,CNG,"Heavy Duty (GVWR>10,000 lbs)"
NEW FLYER,2,2021,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
NEW FLYER,6,2021,9,Electric,"Heavy Duty (GVWR>10,000 lbs)"
ORANGE EV,5,2021,9,Electric,"Heavy Duty (GVWR>10,000 lbs)"
OSHKOSH MOTOR TRUCK CO.,19,2021,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
PETERBILT,24,2021,3,CNG,"Heavy Duty (GVWR>10,000 lbs)"
PETERBILT,480,2021,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
PIERCE MFG. INC.,61,2021,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
PREVOST,1,2021,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
RAM,1999,2021,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
RAM,144,2021,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
SPARTAN MOTORS,31,2021,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
SUTPHEN CORP.,22,2021,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
TEREX / TEREX ADVANCE,39,2021,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
TERMINAL INVESTMENT CORP,68,2021,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
THOMAS,9,2021,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
TIFFIN MOTORHOMES INC,17,2021,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
VAN HOOL,4,2021,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
VOLVO,125,2021,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
WESTERN STAR,153,2021,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
XOS,3,2021,9,Electric,"Heavy Duty (GVWR>10,000 lbs)"
AUTOCAR LLC,126,2022,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
BLUE BIRD,272,2022,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
BLUE BIRD,145,2022,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
BLUE BIRD,296,2022,4,Propane,"Heavy Duty (GVWR>10,000 lbs)"
CAPACITY OF TEXAS,89,2022,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
CHEVROLET,2850,2022,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
CHEVROLET,1630,2022,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
CRANE CARRIER,11,2022,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
DENNIS EAGLE,3,2022,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
EL DORADO,9,2022,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
EMERGENCY ONE,7,2022,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FORD,5723,2022,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FORD,3501,2022,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
FREIGHTLINER,31,2022,3,CNG,"Heavy Duty (GVWR>10,000 lbs)"
FREIGHTLINER,2353,2022,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FREIGHTLINER,1237,2022,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
FREIGHTLINER,29,2022,4,Propane,"Heavy Duty (GVWR>10,000 lbs)"
GILLIG,7,2022,3,CNG,"Heavy Duty (GVWR>10,000 lbs)"
GILLIG,19,2022,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
GMC,1996,2022,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
GMC,23,2022,9,Electric,"Heavy Duty (GVWR>10,000 lbs)"
GMC,624,2022,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
HENDRICKSON,5,2022,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
HINO,82,2022,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
IC CORPORATION,145,2022,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
IC CORPORATION,118,2022,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
IC CORPORATION,11,2022,4,Propane,"Heavy Duty (GVWR>10,000 lbs)"
INTERNATIONAL,873,2022,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
ISUZU,391,2022,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
ISUZU,123,2022,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
KALMAR,227,2022,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
KENWORTH,1,2022,3,CNG,"Heavy Duty (GVWR>10,000 lbs)"
KENWORTH,978,2022,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MACK,806,2022,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MERCEDES-BENZ,110,2022,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MOTOR COACH INDUSTRIES,4,2022,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
NEW FLYER,1,2022,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
ORANGE EV,8,2022,9,Electric,"Heavy Duty (GVWR>10,000 lbs)"
OSHKOSH MOTOR TRUCK CO.,46,2022,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
PETERBILT,21,2022,3,CNG,"Heavy Duty (GVWR>10,000 lbs)"
PETERBILT,643,2022,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
PIERCE MFG. INC.,29,2022,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
PREVOST,1,2022,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
RAM,2295,2022,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
RAM,236,2022,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
SPARTAN MOTORS,32,2022,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
SUTPHEN CORP.,13,2022,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
TEMSA BUS,5,2022,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
TEREX / TEREX ADVANCE,28,2022,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
TERMINAL INVESTMENT CORP,91,2022,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
THOMAS,6,2022,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
TIFFIN MOTORHOMES INC,21,2022,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
VAN HOOL,4,2022,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
VOLVO,250,2022,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
WESTERN STAR,197,2022,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
AUTOCAR LLC,90,2023,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
BLUE BIRD,195,2023,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
BLUE BIRD,123,2023,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
BLUE BIRD,187,2023,4,Propane,"Heavy Duty (GVWR>10,000 lbs)"
CAPACITY OF TEXAS,58,2023,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
CHEVROLET,1200,2023,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
CHEVROLET,840,2023,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
CRANE CARRIER,10,2023,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
EMERGENCY ONE,6,2023,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FORD,899,2023,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FORD,1067,2023,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
FREIGHTLINER,291,2023,3,CNG,"Heavy Duty (GVWR>10,000 lbs)"
FREIGHTLINER,2510,2023,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FREIGHTLINER,705,2023,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
GILLIG,15,2023,3,CNG,"Heavy Duty (GVWR>10,000 lbs)"
GILLIG,9,2023,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
GMC,1405,2023,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
GMC,1,2023,9,Electric,"Heavy Duty (GVWR>10,000 lbs)"
GMC,310,2023,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
HINO,133,2023,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
IC CORPORATION,243,2023,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
IC CORPORATION,28,2023,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
IC CORPORATION,1,2023,4,Propane,"Heavy Duty (GVWR>10,000 lbs)"
INTERNATIONAL,885,2023,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
ISUZU,298,2023,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
ISUZU,283,2023,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
KALMAR,32,2023,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
KENWORTH,924,2023,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MACK,8,2023,3,CNG,"Heavy Duty (GVWR>10,000 lbs)"
MACK,866,2023,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MERCEDES-BENZ,16,2023,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
