Make,COUNT(1),year_model,moves_adjusted_fuel_code,Fuel Detail,Duty
FORD,1,1968,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
FORD,1,1969,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
CHEVROLET,1,1970,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
FORD,2,1973,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
GMC,1,1976,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
FORD,4,1977,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
GMC,1,1977,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
DODGE,1,1978,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
FORD,1,1978,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
GMC,1,1978,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
INTERNATIONAL,1,1978,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
FORD,3,1979,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
CHEVROLET,1,1980,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
FORD,1,1980,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
AUTOCAR,1,1981,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
CHEVROLET,11,1981,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
CHEVROLET,69,1981,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
DODGE,1,1981,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
FORD,36,1981,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FORD,32,1981,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
FORD,1,1981,4,Propane,"Heavy Duty (GVWR>10,000 lbs)"
FREIGHTLINER,6,1981,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
GMC,11,1981,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
GMC,16,1981,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
INTERNATIONAL,85,1981,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
INTERNATIONAL,13,1981,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
KENWORTH,11,1981,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MACK,26,1981,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MERCEDES-BENZ,1,1981,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MOTOR COACH INDUSTRIES,3,1981,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
PETERBILT,14,1981,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
PREVOST,2,1981,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
TRANSPORTATION MFG CORP.,2,1981,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
WESTERN STAR,2,1981,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
WHITE,3,1981,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
BLUE BIRD,1,1982,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
CHEVROLET,22,1982,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
CHEVROLET,90,1982,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
EAGLE TRANSIT BUSES,1,1982,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FORD,56,1982,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FORD,66,1982,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
FORD,3,1982,4,Propane,"Heavy Duty (GVWR>10,000 lbs)"
FREIGHTLINER,2,1982,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
GMC,16,1982,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
GMC,25,1982,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
INTERNATIONAL,49,1982,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
INTERNATIONAL,7,1982,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
KENWORTH,11,1982,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MACK,21,1982,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MOTOR COACH INDUSTRIES,7,1982,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
PETERBILT,10,1982,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
TRANSPORTATION MFG CORP.,3,1982,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
WHITE,2,1982,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
AUTOCAR,1,1983,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
CHEVROLET,30,1983,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
CHEVROLET,145,1983,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
EAGLE TRANSIT BUSES,2,1983,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FORD,56,1983,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FORD,78,1983,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
FORD,1,1983,4,Propane,"Heavy Duty (GVWR>10,000 lbs)"
FREIGHTLINER,4,1983,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
GMC,13,1983,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
GMC,29,1983,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
HENDRICKSON,1,1983,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
INTERNATIONAL,83,1983,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
INTERNATIONAL,7,1983,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
KENWORTH,12,1983,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MACK,18,1983,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MERCEDES-BENZ,1,1983,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MOTOR COACH INDUSTRIES,1,1983,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
OSHKOSH MOTOR TRUCK CO.,1,1983,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
PETERBILT,16,1983,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
PREVOST,1,1983,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
TRANSPORTATION MFG CORP.,1,1983,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
VOLVO,1,1983,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
WHITE,4,1983,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
AUTOCAR,4,1984,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
CHEVROLET,23,1984,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
CHEVROLET,272,1984,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
DODGE,27,1984,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
EAGLE TRANSIT BUSES,7,1984,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FORD,117,1984,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FORD,104,1984,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
FORD,2,1984,4,Propane,"Heavy Duty (GVWR>10,000 lbs)"
FREIGHTLINER,14,1984,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
GMC,38,1984,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
GMC,49,1984,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
HINO,1,1984,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
INTERNATIONAL,202,1984,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
INTERNATIONAL,9,1984,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
INTERNATIONAL,1,1984,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
KENWORTH,33,1984,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MACK,51,1984,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MARMON HERRINGTON,1,1984,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MOTOR COACH INDUSTRIES,2,1984,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
OSHKOSH MOTOR TRUCK CO.,1,1984,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
PETERBILT,43,1984,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
PREVOST,2,1984,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
TRANSPORTATION MFG CORP.,8,1984,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
VOLVO,1,1984,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
WHITE,7,1984,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
AUTOCAR,9,1985,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
CHEVROLET,36,1985,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
CHEVROLET,336,1985,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
DODGE,53,1985,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
EAGLE TRANSIT BUSES,3,1985,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FORD,189,1985,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FORD,162,1985,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
FORD,11,1985,4,Propane,"Heavy Duty (GVWR>10,000 lbs)"
FREIGHTLINER,21,1985,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
GILLIG,2,1985,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
GMC,48,1985,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
GMC,75,1985,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
INTERNATIONAL,225,1985,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
INTERNATIONAL,1,1985,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
INTERNATIONAL,3,1985,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
ISUZU,1,1985,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
IVECO,2,1985,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
KENWORTH,24,1985,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MACK,77,1985,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MACK,1,1985,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
MERCEDES-BENZ,1,1985,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MOTOR COACH INDUSTRIES,7,1985,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
OSHKOSH MOTOR TRUCK CO.,3,1985,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
PETERBILT,39,1985,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
PREVOST,2,1985,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
SEAGRAVE FIRE APPARATUS,1,1985,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
TRANSPORTATION MFG CORP.,5,1985,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
VOLVO,5,1985,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
WESTERN STAR,5,1985,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
WHITE,11,1985,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
AUTOCAR,5,1986,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
CHEVROLET,65,1986,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
CHEVROLET,296,1986,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
DODGE,38,1986,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
EAGLE TRANSIT BUSES,3,1986,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FORD,250,1986,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FORD,266,1986,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
FORD,10,1986,4,Propane,"Heavy Duty (GVWR>10,000 lbs)"
FREIGHTLINER,30,1986,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FREIGHTLINER,2,1986,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
GILLIG,4,1986,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
GILLIG,2,1986,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
GMC,64,1986,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
GMC,107,1986,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
HINO,3,1986,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
INTERNATIONAL,238,1986,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
INTERNATIONAL,1,1986,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
ISUZU,6,1986,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
IVECO,1,1986,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
KENWORTH,31,1986,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MACK,62,1986,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MARMON HERRINGTON,1,1986,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MOTOR COACH INDUSTRIES,2,1986,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
OSHKOSH MOTOR TRUCK CO.,4,1986,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
PETERBILT,47,1986,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
PREVOST,1,1986,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
ROADMASTER RAIL,1,1986,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
SEAGRAVE FIRE APPARATUS,1,1986,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
TRANSPORTATION MFG CORP.,7,1986,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
UD TRUCKS,6,1986,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
VOLVO,3,1986,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
WHITE,26,1986,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
AUTOCAR,1,1987,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
CHEVROLET,50,1987,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
CHEVROLET,263,1987,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
CRANE CARRIER,1,1987,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
DODGE,10,1987,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
EAGLE TRANSIT BUSES,1,1987,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FORD,351,1987,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FORD,273,1987,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
FORD,4,1987,4,Propane,"Heavy Duty (GVWR>10,000 lbs)"
FREIGHTLINER,65,1987,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FREIGHTLINER,1,1987,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
GIANT,1,1987,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
GILLIG,6,1987,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
GILLIG,1,1987,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
GMC,53,1987,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
GMC,99,1987,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
HINO,1,1987,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
INTERNATIONAL,325,1987,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
INTERNATIONAL,6,1987,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
ISUZU,13,1987,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
JOHN DEERE,22,1987,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
KENWORTH,30,1987,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MACK,76,1987,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MERCEDES-BENZ,1,1987,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MITSUBISHI FUSO TRUCK OF AMERICA INC,1,1987,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MOTOR COACH INDUSTRIES,6,1987,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
OSHKOSH MOTOR TRUCK CO.,4,1987,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
PETERBILT,52,1987,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
PREVOST,2,1987,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
ROADMASTER RAIL,1,1987,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
SEAGRAVE FIRE APPARATUS,1,1987,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
TRANSPORTATION MFG CORP.,7,1987,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
UD TRUCKS,5,1987,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
VOLVO,4,1987,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
WESTERN STAR,14,1987,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
WHITE,19,1987,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
BLUE BIRD,4,1988,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
CHANCE COACH TRANSIT BUS,1,1988,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
CHEVROLET,91,1988,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
CHEVROLET,343,1988,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
CRANE CARRIER,1,1988,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
DODGE,15,1988,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
EAGLE TRANSIT BUSES,1,1988,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FEDERAL MOTORS,4,1988,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FORD,490,1988,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FORD,227,1988,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
FORD,8,1988,4,Propane,"Heavy Duty (GVWR>10,000 lbs)"
FREIGHTLINER,69,1988,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
GILLIG,5,1988,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
GMC,84,1988,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
GMC,113,1988,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
HINO,2,1988,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
INTERNATIONAL,347,1988,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
ISUZU,13,1988,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
IVECO,1,1988,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
JOHN DEERE,22,1988,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
KENWORTH,86,1988,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MACK,100,1988,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MACK,1,1988,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
MARMON HERRINGTON,2,1988,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MITSUBISHI FUSO TRUCK OF AMERICA INC,6,1988,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MOTOR COACH INDUSTRIES,2,1988,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
PETERBILT,89,1988,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
PIERCE MFG. INC.,3,1988,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
PREVOST,2,1988,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
SEAGRAVE FIRE APPARATUS,1,1988,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
SPARTAN MOTORS,1,1988,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
SUTPHEN CORP.,2,1988,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
TRANSPORTATION MFG CORP.,6,1988,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
UD TRUCKS,4,1988,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
VOLVO,2,1988,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
WESTERN STAR,5,1988,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
WHITE,14,1988,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
WHITE/GMC,28,1988,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
ADVANCE MIXER,1,1989,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
BLUE BIRD,24,1989,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
CHANCE COACH TRANSIT BUS,1,1989,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
CHEVROLET,67,1989,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
CHEVROLET,250,1989,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
DODGE,38,1989,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
DODGE,14,1989,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
DUPLEX,2,1989,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FEDERAL MOTORS,2,1989,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FORD,566,1989,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FORD,401,1989,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
FORD,6,1989,4,Propane,"Heavy Duty (GVWR>10,000 lbs)"
FREIGHTLINER,97,1989,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FREIGHTLINER,2,1989,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
GILLIG,6,1989,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
GMC,92,1989,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
GMC,58,1989,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
HINO,3,1989,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
INTERNATIONAL,310,1989,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
INTERNATIONAL,5,1989,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
ISUZU,16,1989,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
KENWORTH,63,1989,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MACK,125,1989,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MACK,2,1989,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
MITSUBISHI FUSO TRUCK OF AMERICA INC,2,1989,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MOTOR COACH INDUSTRIES,5,1989,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
OSHKOSH MOTOR TRUCK CO.,5,1989,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
OSHKOSH MOTOR TRUCK CO.,22,1989,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
PETERBILT,114,1989,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
PIERCE MFG. INC.,3,1989,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
PREVOST,6,1989,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
SPARTAN MOTORS,4,1989,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
SUTPHEN CORP.,1,1989,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
TRANSPORTATION MFG CORP.,7,1989,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
UD TRUCKS,5,1989,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
WESTERN STAR,6,1989,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
WHITE/GMC,48,1989,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
WHITE/GMC,2,1989,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
BLUE BIRD,28,1990,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
CHEVROLET,83,1990,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
CHEVROLET,248,1990,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
CROWN COACH,1,1990,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
DODGE,33,1990,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
DODGE,10,1990,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
EAGLE TRANSIT BUSES,2,1990,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FEDERAL MOTORS,5,1990,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FORD,562,1990,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FORD,325,1990,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
FORD,7,1990,4,Propane,"Heavy Duty (GVWR>10,000 lbs)"
FREIGHTLINER,40,1990,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
GILLIG,6,1990,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
GMC,103,1990,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
GMC,152,1990,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
INTERNATIONAL,492,1990,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
INTERNATIONAL,3,1990,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
ISUZU,37,1990,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
IVECO,1,1990,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
KENWORTH,51,1990,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
KOVATCH,2,1990,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MACK,74,1990,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MACK,1,1990,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
MERCEDES-BENZ,1,1990,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MITSUBISHI FUSO TRUCK OF AMERICA INC,6,1990,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MOTOR COACH INDUSTRIES,3,1990,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
OSHKOSH MOTOR TRUCK CO.,8,1990,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
OSHKOSH MOTOR TRUCK CO.,12,1990,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
OTTAWA,1,1990,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
PETERBILT,77,1990,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
PIERCE MFG. INC.,2,1990,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
PREVOST,2,1990,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
ROADMASTER RAIL,1,1990,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
SPARTAN MOTORS,6,1990,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
SUTPHEN CORP.,4,1990,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
THOMAS,1,1990,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
