Make,Model,Vehicle Type,Vehicle Type NEW
BMW,650XI,PASSENGER CAR,Passenger Car
DAIHATSU,CHARADE,PASSENGER CAR,Passenger Car
DUCATI,748,MOTORCYCLE,Transit Bus
ALFA ROMEO,4C,PASSENGER CAR,Passenger Car
AMERICAN MOTORS,EAGLE SX/4,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Car
ASTON MARTIN,DB11,PASSENGER CAR,Passenger Car
BMW,S 1000 XR,MOTORCYCLE,Other Buses
CHEVROLET,MILITARY TRUCK,PASSENGER CAR,Passenger Car
DAIHATSU,ROCKY,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Car
DUCATI,SCRAMBLER 800,MOTORCYCLE,School Bus
FORD,AMB,INCOMPLETE VEHICLE,Transit Bus
GENESIS,G70,PASSENGER CAR,Passenger Car
GMC,SUBURBAN,INCOMPLETE VEHICLE,Single Unit Short-haul Truck
HARLEY DAVIDSON,BREAKOUT,MOTORCYCLE,Other Buses
HARLEY DAVIDSON,FXSTB / NIGHT TRAIN,MOTORCYCLE,School Bus
HONDA,FSC600 (SILVER WING),MOTORCYCLE,Transit Bus
HONDA,NC700X,MOTORCYCLE,School Bus
HONDA,VFR800FI (INTERCEPTOR),MOTORCYCLE,Transit Bus
HUMMER,H1,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Car
INDIAN MOTORCYCLE,CHIEFTAIN DARK HORSE,MOTORCYCLE,Other Buses
KAWASAKI,KLX250SJ,MOTORCYCLE,Other Buses
KAWASAKI,Z650,MOTORCYCLE,Other Buses
KAWASAKI,Z900,MOTORCYCLE,Other Buses
KYMCO,LIKE 50 (4T) / LIKE 150,MOTORCYCLE,Transit Bus
LAMBORGHINI,MURCIELAGO,PASSENGER CAR,Passenger Car
LEXUS,RC-F,PASSENGER CAR,Passenger Car
LOTUS,TURBO ESPRIT,PASSENGER CAR,Passenger Car
MASERATI,SPYDER,PASSENGER CAR,Passenger Car
MERCEDES-BENZ,METRIS,TRUCK,Passenger Truck
OLDSMOBILE,DELTA 88,PASSENGER CAR,Passenger Car
SUZUKI,DR-Z400SL,MOTORCYCLE,Transit Bus
SUZUKI,GSX-R750,MOTORCYCLE,School Bus
SUZUKI,VL800/VL800T/VL800Z,MOTORCYCLE,Other Buses
URAL,"TOURIST, PATROL, GEAR UP",MOTORCYCLE,Other Buses
VICTORY,CROSS ROADS,MOTORCYCLE,Transit Bus
YAMAHA,TT-R125E (ELECTRIC START),MOTORCYCLE,Other Buses
YAMAHA,WR450F,MOTORCYCLE,Transit Bus
ZERO MOTORCYCLES,"DS, DSP, DSR, DSRP",MOTORCYCLE,School Bus
BMW,640XI,PASSENGER CAR,Passenger Car
DODGE,COLT,PASSENGER CAR,Passenger Car
FORD,FSD,INCOMPLETE VEHICLE,Motorcycle
HARLEY DAVIDSON,BLACKLINE,MOTORCYCLE,Transit Bus
HARLEY DAVIDSON,FLHR / ROAD KING,MOTORCYCLE,Other Buses
HARLEY DAVIDSON,FLHTCUTGSE  / CVO TRI GLIDE,MOTORCYCLE,Other Buses
HARLEY DAVIDSON,NIGHT ROD SPECIAL,MOTORCYCLE,Transit Bus
HARLEY DAVIDSON,STREET GLIDE TRIKE,MOTORCYCLE,School Bus
HONDA,CM200,MOTORCYCLE,Transit Bus
HONDA,CRF450,MOTORCYCLE,Other Buses
HONDA,GL1500CD (VALKYRIE TOURER),MOTORCYCLE,School Bus
HONDA,VF750C2 (MAGNA),MOTORCYCLE,Transit Bus
HONDA,VT1300 (INTERSTATE),MOTORCYCLE,Other Buses
IC BUS,PC505,BUS,School Bus
KTM,ADVENTURE + RALLY,MOTORCYCLE,Transit Bus
MAZDA,MX-3,PASSENGER CAR,Passenger Car
MERCURY,MARQUIS,PASSENGER CAR,Passenger Car
PIAGGIO AND VESPA,LX,MOTORCYCLE,School Bus
SUZUKI,DR200SEL,MOTORCYCLE,Transit Bus
SUZUKI,GSX1300BK,MOTORCYCLE,Other Buses
TURTL,VAN TERR,INCOMPLETE VEHICLE,Transit Bus
YAMAHA,XV1600 ROAD STAR,MOTORCYCLE,Other Buses
FORD,FREESTAR,TRUCK,Passenger Truck
GMC,4000,INCOMPLETE VEHICLE,Other Buses
HONDA,CB700,MOTORCYCLE,School Bus
HYUNDAI,EQUUS,PASSENGER CAR,Passenger Car
JAGUAR,XJ8,PASSENGER CAR,Passenger Car
KAWASAKI,NINJA 650R,MOTORCYCLE,Other Buses
KAWASAKI,VULCAN 1600,MOTORCYCLE,Transit Bus
YAMAHA,WF450F,MOTORCYCLE,Other Buses
YAMAHA,XS1100,MOTORCYCLE,Other Buses
YAMAHA,YZ450,MOTORCYCLE,Other Buses
BMW,3252D,PASSENGER CAR,Passenger Car
BMW,525,PASSENGER CAR,Passenger Car
BMW,I8,PASSENGER CAR,Passenger Car
BMW,K 1200 RS,MOTORCYCLE,Transit Bus
BMW,R 100 RS,MOTORCYCLE,Other Buses
BUELL,XB9R,MOTORCYCLE,Other Buses
DODG,FB,INCOMPLETE VEHICLE,Refuse Truck
DODG,MAXIVAN,INCOMPLETE VEHICLE,Other Buses
FORD,ODYSSEY,TRUCK,Single Unit Short-haul Truck
HARLEY DAVIDSON,FLSTS / HERITAGE SPRINGER,MOTORCYCLE,School Bus
HARLEY DAVIDSON,FXDLI / DYNA LOW RIDER,MOTORCYCLE,Transit Bus
HARLEY DAVIDSON,XL1200X / FORTY-EIGHT,MOTORCYCLE,Other Buses
BMW,K 1100 LT,MOTORCYCLE,Transit Bus
BMW,R 80 RT,MOTORCYCLE,Transit Bus
CAN-AM,RYKER ALL ROAD,MOTORCYCLE,Transit Bus
CHEV,C3PU,INCOMPLETE VEHICLE,Motor Home
DODG,RAMSW,INCOMPLETE VEHICLE,Light Commercial Truck
HARLEY DAVIDSON,CVO ROAD GLIDE ULTRA,MOTORCYCLE,Other Buses
HONDA,CB1100,MOTORCYCLE,School Bus
HONDA,GL1500SE (GOLD WING SE),MOTORCYCLE,School Bus
HONDA,ST1300A,MOTORCYCLE,School Bus
HONDA,VF700C (MAGNA),MOTORCYCLE,School Bus
HONDA,VFR800A (INTERCEPTOR),MOTORCYCLE,Transit Bus
HONDA,WW150/PCX150,MOTORCYCLE,School Bus
ISUZU,VEHICROSS,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Car
MERCEDES-BENZ,SLC-CLASS,PASSENGER CAR,Passenger Car
MITSUBISHI,EXPO,PASSENGER CAR,Passenger Car
MOTO GUZZI,STELVIO 1200 8V NTX,MOTORCYCLE,School Bus
PONTIAC,G3,PASSENGER CAR,Passenger Car
PONTIAC,TRANS SPORT,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Car
SLINGSHOT,SLINGSHOT,MOTORCYCLE,Transit Bus
SUZUKI,JIMNY,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Car
THOMAS BUILT,ER TRANSIT (ENGINE REAR),BUS,Transit Bus
TOYOTA,PICK UP,PASSENGER CAR,Passenger Car
VOLKSWAGEN,TIGUAN LIMITED,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Car
YAMAHA,MTN850 (MT-09),MOTORCYCLE,Transit Bus
BMW,G 650,MOTORCYCLE,Transit Bus
DODG,VANCON,INCOMPLETE VEHICLE,Refuse Truck
FREIGHTLINER,SPRINTER,BUS,Other Buses
HARLEY DAVIDSON,CVO STREET GLIDE,MOTORCYCLE,Other Buses
HARLEY DAVIDSON,FLHTKL / ULTRA LIMITED LOW,MOTORCYCLE,Other Buses
HARLEY DAVIDSON,SPORTSTER 1200 ROADSTER,MOTORCYCLE,School Bus
HONDA,CHF50 (METROPOLITAN),MOTORCYCLE,Other Buses
HONDA,CN250,MOTORCYCLE,Transit Bus
HONDA,GL1500CT (VALKYRIE TOURER),MOTORCYCLE,Transit Bus
HONDA,GOLDWING,MOTORCYCLE,School Bus
HONDA,NC700XD,MOTORCYCLE,School Bus
HONDA,RVT1000R (RC51),MOTORCYCLE,Other Buses
HONDA,VFR1200FD/VFR1200F,MOTORCYCLE,Transit Bus
KAWASAKI,NINJA 600,MOTORCYCLE,Transit Bus
KTM,SINGLE CYLINDER LC4 DUKE,MOTORCYCLE,School Bus
KYMCO,SUPER 8,MOTORCYCLE,Transit Bus
MCLAREN,MP4-12C,PASSENGER CAR,Passenger Car
PLYMOUTH,HORIZON,PASSENGER CAR,Passenger Car
ROYAL ENFIELD,CONTINENTAL GT,MOTORCYCLE,Other Buses
SUZUKI,DL1000K,MOTORCYCLE,Other Buses
SUZUKI,TU250XL,MOTORCYCLE,School Bus
SUZUKI,VX800,MOTORCYCLE,Other Buses
ZERO MOTORCYCLES,"S, SR, SP, SRP",MOTORCYCLE,Other Buses
CHEVROLET,CITATION,PASSENGER CAR,Passenger Car
FERRARI,CALIFORNIA T,PASSENGER CAR,Passenger Car
HARLEY DAVIDSON,CVO SOFTAIL CONVERTIBLE 2,MOTORCYCLE,Other Buses
HONDA,CR250,MOTORCYCLE,Transit Bus
HONDA,VTX1300S,MOTORCYCLE,Other Buses
MITSUBISHI,STARION,PASSENGER CAR,Passenger Car
TOYOTA,4RUNNER,TRUCK,Single Unit Short-haul Truck
AUDI,TT RS,PASSENGER CAR,Passenger Car
BMW,535I/535IS,PASSENGER CAR,Passenger Car
BMW,K75S,MOTORCYCLE,Other Buses
CHEV,EXPRESS,INCOMPLETE VEHICLE,Single Unit Long-haul Truck
DODG,DAKOTA,INCOMPLETE VEHICLE,Light Commercial Truck
DODG,GRAND CARAVAN,INCOMPLETE VEHICLE,Passenger Truck
GMC,R CONVENTIONAL,TRUCK,Light Commercial Truck
HONDA,VT600CD (SHADOW VLX DELUXE),MOTORCYCLE,Other Buses
HONDA,VTX1300S (VTX),MOTORCYCLE,School Bus
KYMCO,COMPAGNO,MOTORCYCLE,School Bus
SATURN,LW200,PASSENGER CAR,Passenger Car
SATURN,LW300,PASSENGER CAR,Passenger Car
SUZUKI,DR350SE,MOTORCYCLE,Other Buses
SUZUKI,GSX-R600K,MOTORCYCLE,Transit Bus
SUZUKI,VZ800,MOTORCYCLE,Other Buses
TAOTAO,CY50-B,MOTORCYCLE,Transit Bus
TAOTAO,PONY,MOTORCYCLE,Other Buses
VICTORY,HIGH-BALL,MOTORCYCLE,Other Buses
ZERO MOTORCYCLES,"S, SR, SRP",MOTORCYCLE,Other Buses
ALFA ROMEO,MILANO,PASSENGER CAR,Passenger Car
BETA,RR-S,MOTORCYCLE,Other Buses
BMW,540D,PASSENGER CAR,Passenger Car
BMW,K 1600 B,MOTORCYCLE,Transit Bus
BMW,R 1250 RS,MOTORCYCLE,Transit Bus
CADILLAC,ALLANTE,PASSENGER CAR,Passenger Car
CHEV,SILVERADO 3500,INCOMPLETE VEHICLE,Combination Short-haul Truck
CHEV,VAN,INCOMPLETE VEHICLE,School Bus
FORD,EC1,INCOMPLETE VEHICLE,Single Unit Short-haul Truck
GMC,SIERRA 3500,INCOMPLETE VEHICLE,School Bus
HARLEY DAVIDSON,FLTR / ROAD GLIDE,MOTORCYCLE,Transit Bus
HARLEY DAVIDSON,FLTRX / ROAD GLIDE,MOTORCYCLE,Transit Bus
HONDA,CBR500,MOTORCYCLE,Other Buses
HUSQVARNA,CLOSED COURSE COMPETITION,MOTORCYCLE,Other Buses
ISU,VAN,INCOMPLETE VEHICLE,Refuse Truck
KYMCO,GRANDVISTA,MOTORCYCLE,Transit Bus
MERZ,SPRINTER,INCOMPLETE VEHICLE,Other Buses
SUZUKI,TL1000R,MOTORCYCLE,Transit Bus
TERRELL,TERRELL INDUSTRIES LTD TRAILER,TRAILER,Transit Bus
VOLKSWAGEN,VANSW,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Car
YAMAHA,XV1700 ROAD WARRIOR,MOTORCYCLE,School Bus
ZERO MOTORCYCLES,DS/DSP,MOTORCYCLE,Transit Bus
BMW,F 800 GT,MOTORCYCLE,School Bus
DODGE,DIPLOMAT,PASSENGER CAR,Passenger Car
ELKC,MINI BUS,INCOMPLETE VEHICLE,Refuse Truck
GMC,RALLY,BUS,School Bus
HONDA,CBR250,MOTORCYCLE,Transit Bus
KTM,CLOSED COURSE COMPETITION,MOTORCYCLE,Transit Bus
NISSAN,STANZA WAGON,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Car
SUZUKI,GSX-R600L,MOTORCYCLE,School Bus
SUZUKI,VL1500K,MOTORCYCLE,School Bus
BMW,F 800 R,MOTORCYCLE,School Bus
BMW,F 850 GS,MOTORCYCLE,Transit Bus
BMW,R 1250 RT,MOTORCYCLE,Transit Bus
CAN-AM,RYKER,MOTORCYCLE,Other Buses
HARLEY DAVIDSON,FLHCS / HERITAGE CLASSIC 114,MOTORCYCLE,Transit Bus
HARLEY DAVIDSON,FLHRCI,MOTORCYCLE,Transit Bus
HONDA,GL1500 (VALKYRIE),MOTORCYCLE,Other Buses
HONDA,NX250,MOTORCYCLE,School Bus
IC BUS,PB305,BUS,School Bus
INTERNATIONAL,SF667,BUS,Other Buses
JEEP,CJ-8 SCRAMBLER,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Car
MOTO GUZZI,V7 II STONE,MOTORCYCLE,Transit Bus
SMART,SMART,PASSENGER CAR,Passenger Car
SUBARU,BRAT,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Car
SUBARU,GLF,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Car
SUZUKI,DL1000AL/DL1000AAL,MOTORCYCLE,Transit Bus
SUZUKI,DL650A,MOTORCYCLE,Other Buses
SUZUKI,DR200SL,MOTORCYCLE,School Bus
TRIUMPH,SPRINT,MOTORCYCLE,School Bus
VICTORY,VEGAS,MOTORCYCLE,Other Buses
VOLKSWAGEN,JET4D,PASSENGER CAR,Passenger Car
YAMAHA,XVZ13,MOTORCYCLE,Transit Bus
DUCATI,SPORT TOURING,MOTORCYCLE,School Bus
FORD,E-250,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Car
FORD,E350 BOX VAN,INCOMPLETE VEHICLE,Single Unit Long-haul Truck
FORD,EXPLR,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Car
GMC,V CONVENTIONAL,TRUCK,Light Commercial Truck
HARLEY DAVIDSON,FLHTK SHRINE / ULTRA LIMITED SHRINE,MOTORCYCLE,School Bus
HARLEY DAVIDSON,SPORTSTER 1200 CUSTOM HD1 BASE,MOTORCYCLE,School Bus
HONDA,CB450,MOTORCYCLE,Other Buses
HONDA,CMX300 (REBEL 300),MOTORCYCLE,Other Buses
ISUZU,AMIGO,TRUCK,Combination Long-haul Truck
JAGUAR,I-PACE,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Car
PORSCHE,928,PASSENGER CAR,Passenger Car
SPYDER,"RT, RT S, RT LTD",MOTORCYCLE,Other Buses
KIA,K900,PASSENGER CAR,Passenger Car
LAMBORGHINI,AVENTADOR,PASSENGER CAR,Passenger Car
MAZDA,3,PASSENGER CAR,Passenger Car
MIFU,FE,INCOMPLETE VEHICLE,Transit Bus
MOTO GUZZI,BREVA 1100,MOTORCYCLE,Other Buses
ROYAL ENFIELD,BULLET,MOTORCYCLE,Transit Bus
YAMAHA,FZ1,MOTORCYCLE,Other Buses
YAMAHA,XVS1300 (V STAR 1300),MOTORCYCLE,Transit Bus
AUDI,5000,PASSENGER CAR,Passenger Car
BMW,750I / B7,PASSENGER CAR,Passenger Car
BUELL,BLAST P3,MOTORCYCLE,Transit Bus
CHEV,3500 FB,INCOMPLETE VEHICLE,Refuse Truck
CHEV,C5500,INCOMPLETE VEHICLE,Combination Short-haul Truck
DODGE,LANCER,PASSENGER CAR,Passenger Car
HARLEY DAVIDSON,FLHTCUI,MOTORCYCLE,School Bus
HARLEY DAVIDSON,FLSTCI / HERITAGE SOFTAIL CLASSIC,MOTORCYCLE,School Bus
HONDA,GL1500A (GOLD WING ASPENCADE),MOTORCYCLE,School Bus
HONDA,NT700VA/NT700V,MOTORCYCLE,Other Buses
HONDA,VTX1300C (VTX),MOTORCYCLE,Transit Bus
KAWASAKI,ZX600,MOTORCYCLE,School Bus
LAMBORGHINI,ROADSTER,PASSENGER CAR,Passenger Car
PIAGGIO AND VESPA,GT,MOTORCYCLE,Transit Bus
PIAGGIO AND VESPA,LX / S,MOTORCYCLE,Other Buses
RAM,3500,INCOMPLETE VEHICLE,Refuse Truck
SUBARU,JUSTY,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Car
SUZUKI,LS650,MOTORCYCLE,Other Buses
TAOTAO,ATM50-A,MOTORCYCLE,School Bus
VOLVO,V90,PASSENGER CAR,Passenger Car
YAMAHA,WR250F,MOTORCYCLE,Other Buses
YAMAHA,XT350,MOTORCYCLE,Transit Bus
YAMAHA,YZF-R3,MOTORCYCLE,Other Buses
BMW,3-SERIES,PASSENGER CAR,Passenger Car
CHEV,CUTAWAY,INCOMPLETE VEHICLE,Other Buses
FORD,E150,INCOMPLETE VEHICLE,Refuse Truck
HONDA,VT1100C3 (SHADOW AERO),MOTORCYCLE,Other Buses
HONDA,VTX1800S (VTX),MOTORCYCLE,Transit Bus
HONDA,C125 (SUPER CUB),MOTORCYCLE,School Bus
HONDA,CRF150,MOTORCYCLE,Transit Bus
HUSQVARNA,TWO-STROKE,MOTORCYCLE,School Bus
KAWASAKI,KLR250,MOTORCYCLE,Transit Bus
KAWASAKI,VN750,MOTORCYCLE,School Bus
KYMCO,SPADE,MOTORCYCLE,School Bus
PLYMOUTH,LASER,PASSENGER CAR,Passenger Car
SUZUKI,DL1000,MOTORCYCLE,School Bus
YAMAHA,TT-R230,MOTORCYCLE,Other Buses
BMW,K 1600 GTL,MOTORCYCLE,Other Buses
CHEV,SPORTVAN / VAN,INCOMPLETE VEHICLE,School Bus
DUCATI,M750,MOTORCYCLE,School Bus
EAGLE,SUMMIT,PASSENGER CAR,Passenger Car
FERRARI,430CP,PASSENGER CAR,Passenger Car
FORD,CONVAN,INCOMPLETE VEHICLE,Light Commercial Truck
HARLEY DAVIDSON,FXDWG/FXDWG ANNIVERSARY,MOTORCYCLE,School Bus
HONDA,CT70,MOTORCYCLE,School Bus
HONDA,CX650,MOTORCYCLE,School Bus
INDIAN MOTORCYCLE,ROADMASTER DARK HORSE,MOTORCYCLE,Other Buses
INDIAN MOTORCYCLE,SPRINGFIELD,MOTORCYCLE,Other Buses
KYMCO,K-PIPE,MOTORCYCLE,Transit Bus
MOTO GUZZI,GRISO 1200 8V SE,MOTORCYCLE,School Bus
QIANJIANG MOTORCYCLES,QIANJIANG MOTORCYCLES,MOTORCYCLE,Other Buses
SUZUKI,SIDEKICK,TRUCK,Combination Short-haul Truck
SUZUKI,UH200L,MOTORCYCLE,School Bus
TOYOTA,4RUN,TRUCK,Single Unit Short-haul Truck
KAWASAKI,Z750S,MOTORCYCLE,Transit Bus
KYMCO,LIKE 200I / LIKE 200I LX,MOTORCYCLE,Other Buses
YAMAHA,XV750 VIRAGO,MOTORCYCLE,School Bus
PIAGGIO AND VESPA,LX/LXV/S,MOTORCYCLE,Other Buses
PIAGGIO AND VESPA,VESPA LX / LXV / S,MOTORCYCLE,School Bus
SMART,PASSION,PASSENGER CAR,Passenger Car
DUCATI,996,MOTORCYCLE,Other Buses
FERRARI,F355,PASSENGER CAR,Passenger Car
SUZUKI,V-STROM 650XT ADVENTURE,MOTORCYCLE,Other Buses
HARLEY DAVIDSON,CVO ROAD GLIDE CUSTOM,MOTORCYCLE,School Bus
HONDA,CTX700,MOTORCYCLE,Other Buses
URAL,RETRO,MOTORCYCLE,School Bus
VOLVO,244,PASSENGER CAR,Passenger Car
INFINITI,Q70,PASSENGER CAR,Passenger Car
KAWASAKI,ZEPHYR 1100,MOTORCYCLE,Transit Bus
YAMAHA,XV700,MOTORCYCLE,School Bus
BMW,540IAT,PASSENGER CAR,Passenger Car
HONDA,NA50,MOTORCYCLE,School Bus
CHEV,CK31053,INCOMPLETE VEHICLE,Transit Bus
CHEV,SCBUS,INCOMPLETE VEHICLE,Motorcycle
HONDA,VT1300 (FURY),MOTORCYCLE,Other Buses
HUMMER,H3T,TRUCK,Combination Long-haul Truck
FORD,CUTAWAY,INCOMPLETE VEHICLE,Motor Home
LAND ROVER,DISCOVERY II,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Car
MERCEDES-BENZ,350,PASSENGER CAR,Passenger Car
HARLEY DAVIDSON,FXDBP103 / DYNA STREET BOB,MOTORCYCLE,Transit Bus
MOTO GUZZI,CALIFORNIA 1100EV,MOTORCYCLE,Transit Bus
HONDA,CRF125,MOTORCYCLE,School Bus
PIAGGIO AND VESPA,ET 4,MOTORCYCLE,School Bus
SUZUKI,GSX-S1000FA,MOTORCYCLE,Transit Bus
KAWASAKI,KDX220R,MOTORCYCLE,School Bus
KTM,1190 ADVENTURE R,MOTORCYCLE,Transit Bus
KTM,SUPER ADVENTURE R/S,MOTORCYCLE,School Bus
MOTO GUZZI,CALIFORNIA 1100 VINTAGE,MOTORCYCLE,Other Buses
OLDSMOBILE,CUTLASS CALAIS,PASSENGER CAR,Passenger Car
REVGP,BUS,INCOMPLETE VEHICLE,Other Buses
TOYOTA,TER5D,PASSENGER CAR,Passenger Car
VOLKSWAGEN,PHAETON,PASSENGER CAR,Passenger Car
YAMAHA,FJ09,MOTORCYCLE,Other Buses
YAMAHA,FZR1000B,MOTORCYCLE,Transit Bus
BUELL,XB12R,MOTORCYCLE,Transit Bus
CAGIVA MOTOR S.P.A,GRAN CANYON,MOTORCYCLE,Transit Bus
CHEV,FLATBED,INCOMPLETE VEHICLE,Single Unit Short-haul Truck
VICTORY,NESS JACKPOT,MOTORCYCLE,School Bus
VICTORY,VEGAS LOW,MOTORCYCLE,Other Buses
DODG,V35,INCOMPLETE VEHICLE,Motorcycle
YAMAHA,FZS1000,MOTORCYCLE,School Bus
BMW,F 750 GS,MOTORCYCLE,Transit Bus
BMW,S 1000 R,MOTORCYCLE,Transit Bus
FERRARI,575 M MARANELLO,PASSENGER CAR,Passenger Car
HONDA,CB600 (599),MOTORCYCLE,Transit Bus
HYOSUNG MOTORS & MACHINERY,ON ROAD MOTORCYCLE,MOTORCYCLE,School Bus
HARLEY DAVIDSON,ULTRA LIMITED LOW,MOTORCYCLE,Transit Bus
HARLEY DAVIDSON,CVO ULTRA CLASSIC ELECTRA GLIDE 8,MOTORCYCLE,Transit Bus
HARLEY DAVIDSON,XLH-1100,MOTORCYCLE,School Bus
INDIAN MOTORCYCLE,ROADMASTER,MOTORCYCLE,School Bus
JAGUAR,VANDENPLAS,PASSENGER CAR,Passenger Car
HONDA,GL1500C (VALKYRIE),MOTORCYCLE,Transit Bus
HONDA,NSS300 (FORZA),MOTORCYCLE,Other Buses
HONDA,VTX1800F1/VTX1800F,MOTORCYCLE,School Bus
HARLEY DAVIDSON,CVO DYNA WIDE GLIDE 2,MOTORCYCLE,Other Buses
HONDA,ST1300,MOTORCYCLE,Other Buses
HONDA,VTR,MOTORCYCLE,Other Buses
HONDA,XL185S,MOTORCYCLE,School Bus
INDIAN MOTORCYCLE,CHIEFTAN,MOTORCYCLE,Transit Bus
GMC,5500,INCOMPLETE VEHICLE,Passenger Truck
HARLEY DAVIDSON,CVO ROAD GLIDE 3,MOTORCYCLE,School Bus
HARLEY DAVIDSON,FXFB / FAT BOB,MOTORCYCLE,Other Buses
HONDA,VF1100S,MOTORCYCLE,Transit Bus
HONDA,VF500F,MOTORCYCLE,Other Buses
INDIAN MOTORCYCLE,CHIEFTAIN CLASSIC,MOTORCYCLE,School Bus
INDIAN MOTORCYCLE,SCOUT BOBBER,MOTORCYCLE,Other Buses
MITS,FB,INCOMPLETE VEHICLE,Motor Home
MOTO GUZZI,V7 II SPECIAL,MOTORCYCLE,Other Buses
PIAGGIO AND VESPA,PX,MOTORCYCLE,Transit Bus
POLARIS,RANGER,MOTORCYCLE,Transit Bus
HONDA,ST1100,MOTORCYCLE,School Bus
HUSABERG,FE550,MOTORCYCLE,School Bus
SPYDER,"F3-T, F3 LTD",MOTORCYCLE,Other Buses
LAMBORGHINI,HURACAN,PASSENGER CAR,Passenger Car
KAWASAKI,Z1000,MOTORCYCLE,Transit Bus
KTM,1090 ADVENTURE,MOTORCYCLE,Other Buses
KTM,V-ENGINE DUKE,MOTORCYCLE,Other Buses
KTM,V-TWIN LC8 SUPERMOTO,MOTORCYCLE,School Bus
MERCEDES-BENZ,B200,PASSENGER CAR,Passenger Car
MUZ OF NORTH AMERICA,SSPORT,MOTORCYCLE,Transit Bus
SUZUKI,GSX-R1000,MOTORCYCLE,Other Buses
KTM,SUPER ADVENTURE S,MOTORCYCLE,Other Buses
KYMCO,PEOPLE50,MOTORCYCLE,School Bus
SMART,2DR,PASSENGER CAR,Passenger Car
SUZUKI,VZ800L,MOTORCYCLE,Transit Bus
SUZUKI,X-90,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Car
TRIUMPH,ROCKET III,MOTORCYCLE,Other Buses
TRIUMPH,STREET SCRAMBLER,MOTORCYCLE,Other Buses
SUZUKI,DR200SEK,MOTORCYCLE,Transit Bus
SUZUKI,SV650K/SV650SK,MOTORCYCLE,School Bus
VOLKSWAGEN,PASSYNWG,PASSENGER CAR,Passenger Car
WESTWARD INDUSTRIES,GO-4,MOTORCYCLE,Other Buses
ZERO MOTORCYCLES,DS,MOTORCYCLE,Transit Bus
SUZUKI,LS650L,MOTORCYCLE,Transit Bus
SUZUKI,VL800K,MOTORCYCLE,Transit Bus
BMW,550,PASSENGER CAR,Passenger Car
CADILLAC,60 SPECIAL,PASSENGER CAR,Passenger Car
CAN-AM,RYKER RALLY EDITION,MOTORCYCLE,Other Buses
WINN,22/MH,INCOMPLETE VEHICLE,School Bus
BLUE BIRD,TC2000,BUS,Other Buses
BMW,R 1100 R,MOTORCYCLE,School Bus
TRIUMPH,DAYTONA 675 R,MOTORCYCLE,School Bus
TRIUMPH,EXPLORER,MOTORCYCLE,Other Buses
CHEVROLET,LUV,TRUCK,Combination Long-haul Truck
AUDI,CABRIOLET,PASSENGER CAR,Passenger Car
VOLKSWAGEN,SCIROCCO,PASSENGER CAR,Passenger Car
APRILIA,SCARABEO 500,MOTORCYCLE,Other Buses
FERRARI,360 SPIDER,PASSENGER CAR,Passenger Car
ZERO MOTORCYCLES,S,MOTORCYCLE,Transit Bus
BETA,RR 4T,MOTORCYCLE,Transit Bus
BMW,323IS,PASSENGER CAR,Passenger Car
GENUINE SCOOTERS,BUDDY 50,MOTORCYCLE,Transit Bus
GMC,CANYON,INCOMPLETE VEHICLE,Refuse Truck
GLOBAL MOTORSPORT GROUP,SOFTAIL,MOTORCYCLE,Other Buses
DODG,D3PU,INCOMPLETE VEHICLE,Refuse Truck
HARLEY DAVIDSON,FLDE / DELUXE,MOTORCYCLE,School Bus
HARLEY DAVIDSON,V-ROD,MOTORCYCLE,Transit Bus
HONDA,VF1100C,MOTORCYCLE,Transit Bus
HARLEY DAVIDSON,FLTRUSE / CVO ROAD GLIDE ULTRA,MOTORCYCLE,Other Buses
DODG,RAM350,INCOMPLETE VEHICLE,Other Buses
E-Z-GO DIVISION OF TEXTRON,2FIVE,LOW SPEED VEHICLE (LSV),Other Buses
FERRARI,488 GTB,PASSENGER CAR,Passenger Car
DUCATI,PANIGALE,MOTORCYCLE,Other Buses
HONDA,XL350R,MOTORCYCLE,Other Buses
KTM,RC,MOTORCYCLE,Other Buses
HONDA,PACIFIC COAST,MOTORCYCLE,Transit Bus
HONDA,VT600C (SHADOW VLX),MOTORCYCLE,Other Buses
FORD,F53,INCOMPLETE VEHICLE,Transit Bus
INDIAN MOTORCYCLE,CHIEF ROADMASTER,MOTORCYCLE,Transit Bus
