Record Type,Make,Body Type,Vehicle Category
VEH,CAPAC,TRAC,Passenger Car
VEH,CAPT,TRAC,Passenger Car
VEH,CATY,TRAC,Passenger Car
VEH,CAPT,SWT,Single Unit Long-haul Truck
VEH,CAPAC,T/CR,Single Unit Short-haul Truck
VEH,CA/OF,TRAC,Passenger Car
VEH,TRAC,TRAC,Passenger Car
VEH,CAPAC,P/SH,Motor Home
VEH,KRAF,MCY,Motorcycle
VEH,CUST,MCY,Motorcycle
VEH,KRTE,MCY,Motorcycle
VEH,KRAFT,MCY,Motorcycle
VEH,REC,MCY,Motorcycle
VEH,CUTSO,MCY,Motorcycle
VEH,SPCNS,MCY,Motorcycle
VEH,SI/CH,MCY,Motorcycle
VEH,SP/CO,MCY,Motorcycle
VEH,ASSEM,MCY,Motorcycle
VEH,CATER,R/RD,Passenger Truck
VEH,ISUZ,UTIL,Transit Bus
VEH,ISU,PICK,Passenger Truck
VEH,GMC,RD/S,School Bus
VEH,CHE,DELV,Combination Long-haul Truck
VEH,CHEV,DELV,Combination Long-haul Truck
VEH,IC,DELV,Combination Long-haul Truck
VEH,ICCOR,VAN,Motor Home
VEH,INT,VAN,Motor Home
VEH,INTL,VAN,Motor Home
VEH,INTEL,VAN,Motor Home
VEH,INTER,DELV,Combination Long-haul Truck
VEH,IC/CO,VAN,Motor Home
VEH,IC/CO,UTIL,Transit Bus
VEH,AM/TR,VAN,Motor Home
VEH,IC/RP,VAN,Motor Home
VEH,ICBU,VAN,Motor Home
VEH,YAMAH,MOPD,Light Commercial Truck
VEH,MEBE,SUBN,Combination Short-haul Truck
VEH,ME/BE,STAK,Combination Long-haul Truck
VEH,ME/BE,LIM,Combination Long-haul Truck
VEH,ME/BE,HRSE,Passenger Car
VEH,MBENZ,SUBN,Combination Short-haul Truck
VEH,BE/ME,4DSD,Combination Long-haul Truck
VEH,SRECO,RBM,Single Unit Short-haul Truck
VEH,SRECO,UTIL,Transit Bus
VEH,SRECO,W/SR,Transit Bus
VEH,TORIN,SUBN,Combination Short-haul Truck
VEH,BUIK,4DSD,Combination Long-haul Truck
VEH,GMC,T/CR,Single Unit Short-haul Truck
VEH,ISUSU,UTIL,Transit Bus
VEH,ISU,RD/S,School Bus
VEH,ISUZU,T/CR,Single Unit Short-haul Truck
VEH,ISUXU,VAN,Motor Home
VEH,ISUZO,DUMP,School Bus
VEH,WILLI,SUBN,Combination Short-haul Truck
VEH,MAZDA,PICK,Passenger Truck
VEH,MAXDA,PICK,Passenger Truck
VEH,MADZA,PICK,Passenger Truck
VEH,MAZDA,DCOM,Single Unit Short-haul Truck
VEH,MAZDA,4DSD,Combination Long-haul Truck
VEH,BANDI,UTIL,Transit Bus
VEH,BANDI,SWT,Single Unit Long-haul Truck
VEH,BANDI,RBM,Single Unit Short-haul Truck
VEH,BR/BA,SWT,Single Unit Long-haul Truck
VEH,BANDI,FPM,School Bus
VEH,BANDI,TR/C,Refuse Truck
VEH,JEEP,TANK,Other Buses
VEH,EAGLE,2DSD,Other Buses
VEH,EONE,FIRE,Light Commercial Truck
VEH,HAMBU,FIRE,Light Commercial Truck
VEH,TYPHO,FIRE,Light Commercial Truck
VEH,EONE,UTIL,Transit Bus
VEH,EM/ON,FIRE,Light Commercial Truck
VEH,UTILI,FIRE,Light Commercial Truck
VEH,EMERG,FLAT,Combination Short-haul Truck
VEH,EMERG,UTIL,Transit Bus
VEH,SPECI,MCY,Motorcycle
VEH,PAUG,MCY,Motorcycle
VEH,PAUGH,MCY,Motorcycle
VEH,ASMBL,MCY,Motorcycle
VEH,SPC,MCY,Motorcycle
VEH,JAMM,MCY,Motorcycle
VEH,CHOPP,MCY,Motorcycle
VEH,SMI,SN/P,Other Buses
VEH,IC/BU,BUS,Passenger Car
VEH,IC,SUBN,Combination Short-haul Truck
VEH,IC,PICK,Passenger Truck
VEH,IC,H/WH,Motor Home
VEH,UC,BUS,Passenger Car
VEH,RAMBL,4DSD,Combination Long-haul Truck
VEH,BL/BI,BUS,Passenger Car
VEH,BLUEB,BUS,Passenger Car
VEH,ICCOR,BUS,Passenger Car
VEH,IS,BUS,Passenger Car
VEH,INTEG,BUS,Passenger Car
VEH,ICBU,BUS,Passenger Car
VEH,I,BUS,Passenger Car
VEH,INTE,BUS,Passenger Car
VEH,TC,BUS,Passenger Car
VEH,ICRP,BUS,Passenger Car
VEH,IT,BUS,Passenger Car
VEH,IC,BOAT,Motorcycle
VEH,BUS,BUS,Passenger Car
VEH,IN/CE,BUS,Passenger Car
VEH,CESB,BUS,Passenger Car
VEH,IC/IN,BUS,Passenger Car
VEH,LEONA,BUS,Passenger Car
VEH,OTHER,BUS,Passenger Car
VEH,IF,BUS,Passenger Car
VEH,CI,BUS,Passenger Car
VEH,INTRG,BUS,Passenger Car
VEH,ICBUC,BUS,Passenger Car
VEH,OC,BUS,Passenger Car
VEH,JCBUS,BUS,Passenger Car
VEH,YW,BUS,Passenger Car
VEH,AMERI,BUS,Passenger Car
VEH,ICBUS,SUBN,Combination Short-haul Truck
VEH,IC/CO,BUS,Passenger Car
VEH,ICC,BUS,Passenger Car
VEH,IFC,BUS,Passenger Car
VEH,ICB,BUS,Passenger Car
VEH,ICBUS,UTIL,Transit Bus
VEH,AMTC,BUS,Passenger Car
VEH,AMTRA,BUS,Passenger Car
VEH,AM/TR,BUS,Passenger Car
VEH,AM/TR,H/TR,Light Commercial Truck
VEH,INTL,H/WH,Motor Home
VEH,ID,BUS,Passenger Car
VEH,COMBA,MCY,Motorcycle
VEH,CHEET,MCY,Motorcycle
VEH,CH/CU,MCY,Motorcycle
VEH,CHAR,MCY,Motorcycle
VEH,CHPP,MCY,Motorcycle
VEH,CHPPQ,MCY,Motorcycle
VEH,CO/LI,MCY,Motorcycle
VEH,CO/CH,MCY,Motorcycle
VEH,CHAOS,MCY,Motorcycle
VEH,CREAT,MCY,Motorcycle
VEH,CU/MO,MCY,Motorcycle
VEH,CHAO,MCY,Motorcycle
VEH,CHOP,MCY,Motorcycle
VEH,CROSS,MCY,Motorcycle
VEH,COUNT,MCY,Motorcycle
VEH,COLCH,MCY,Motorcycle
VEH,CP/LI,MCY,Motorcycle
VEH,CHRIS,MCY,Motorcycle
VEH,CAPON,MCY,Motorcycle
VEH,CONCH,MCY,Motorcycle
VEH,CR/CA,DUMP,School Bus
VEH,CRANE,DUMP,School Bus
VEH,CLAC,2DSD,Other Buses
VEH,CL/RO,CONV,Light Commercial Truck
VEH,CLASS,CONV,Light Commercial Truck
VEH,ASVE,CONV,Light Commercial Truck
VEH,OSHKO,H/WH,Motor Home
VEH,OSHK,H/WH,Motor Home
VEH,OSHKO,SUBN,Combination Short-haul Truck
VEH,OSHKO,VAN,Motor Home
VEH,OS/MO,VAN,Motor Home
VEH,TITAN,H/WH,Motor Home
VEH,OSHKO,BUS,Passenger Car
VEH,BADAS,MCY,Motorcycle
VEH,BA/IN,MCY,Motorcycle
VEH,ALDM,MCY,Motorcycle
VEH,DADAS,MCY,Motorcycle
VEH,CU/CH,MCY,Motorcycle
VEH,SANTE,MCY,Motorcycle
VEH,FLYRI,MCY,Motorcycle
VEH,SANT,MCY,Motorcycle
VEH,HOMD,MCY,Motorcycle
VEH,GLOBA,MCY,Motorcycle
VEH,HARDC,MCY,Motorcycle
VEH,NE/WA,MCY,Motorcycle
VEH,CURRE,2DSD,Other Buses
VEH,SINGE,CONV,Light Commercial Truck
VEH,HUDS,2DSD,Other Buses
VEH,CLAR,H/WH,Motor Home
VEH,MITSU,CONV,Light Commercial Truck
VEH,MITSU,SEDN,Single Unit Long-haul Truck
VEH,HA/S,MCY,Motorcycle
VEH,MITS,2DSD,Other Buses
VEH,MITS,4DSD,Combination Long-haul Truck
VEH,MISTU,4DSD,Combination Long-haul Truck
VEH,MISTS,4DSD,Combination Long-haul Truck
VEH,MAC,STAK,Combination Long-haul Truck
VEH,OLDSM,HRSE,Passenger Car
VEH,YAM,MCY,Motorcycle
VEH,SUZI,MCY,Motorcycle
VEH,OTTAW,SWT,Single Unit Long-haul Truck
VEH,ROOTE,CONV,Light Commercial Truck
VEH,ROOTE,2DSD,Other Buses
VEH,SUNBE,2DSD,Other Buses
VEH,ROOT,2DSD,Other Buses
VEH,PONTA,2DSD,Other Buses
VEH,VAZ,4DSD,Combination Long-haul Truck
VEH,NYSA,SUBN,Combination Short-haul Truck
VEH,KING,CONV,Light Commercial Truck
VEH,WI/JE,CONV,Light Commercial Truck
VEH,CMC,PICK,Passenger Truck
VEH,ATHEY,UTIL,Transit Bus
VEH,DU/BU,CONV,Light Commercial Truck
VEH,MARCA,UTIL,Transit Bus
VEH,WHITE,FIRE,Light Commercial Truck
VEH,INTER,SWT,Single Unit Long-haul Truck
VEH,WHIT,TRAC,Passenger Car
VEH,LIEBH,P/SH,Motor Home
VEH,RAMBL,CONV,Light Commercial Truck
VEH,HAULE,TRLR,Combination Short-haul Truck
VEH,TENNA,DUMP,School Bus
VEH,JO/DE,RD/S,School Bus
VEH,HUPOM,SEDN,Single Unit Long-haul Truck
VEH,DATSU,4DSD,Combination Long-haul Truck
VEH,RENAU,4DSD,Combination Long-haul Truck
VEH,LMBOR,2DSD,Other Buses
VEH,HYDRE,P/SH,Motor Home
VEH,KAIS,FLAT,Combination Short-haul Truck
VEH,ROSCO,RBM,Single Unit Short-haul Truck
VEH,VOHL,P/SH,Motor Home
VEH,AL/CH,P/SH,Motor Home
VEH,EUCLI,RBM,Single Unit Short-haul Truck
VEH,DODE,4DSD,Combination Long-haul Truck
VEH,JOHND,????,Motorcycle
VEH,MOYER,CONV,Light Commercial Truck
VEH,FORGA,4DSD,Combination Long-haul Truck
VEH,ALVI,TANK,Other Buses
VEH,AC,RBM,Single Unit Short-haul Truck
VEH,ASM,MCY,Motorcycle
VEH,FORK,CONV,Light Commercial Truck
VEH,LNDR,SUBN,Combination Short-haul Truck
VEH,BOBCA,TRAC,Passenger Car
VEH,VOLV,2DSD,Other Buses
VEH,AUSTI,RBM,Single Unit Short-haul Truck
VEH,LIMA,T/CR,Single Unit Short-haul Truck
VEH,LOYU,2DSD,Other Buses
VEH,HONEY,H/WH,Motor Home
VEH,WILMA,MCY,Motorcycle
VEH,PH,TR/C,Refuse Truck
VEH,KIOTI,RD/S,School Bus
VEH,KROMA,MOPD,Light Commercial Truck
VEH,NEGRI,MOPD,Light Commercial Truck
VEH,PONTC,2DSD,Other Buses
VEH,BMY,TOW,Transit Bus
VEH,BMYHA,TOW,Transit Bus
VEH,BM/HA,TR/C,Refuse Truck
VEH,DRESS,P/SH,Motor Home
VEH,DRESS,EMVR,Passenger Car
VEH,IN/HO,P/SH,Motor Home
VEH,INT,SUBN,Combination Short-haul Truck
VEH,GLEND,????,Motorcycle
VEH,HOUGH,P/SH,Motor Home
VEH,OLD,2DSD,Other Buses
VEH,MOXY,EMVR,Passenger Car
VEH,OLDSM,CMIX,Passenger Truck
VEH,OLSMO,CONV,Light Commercial Truck
VEH,GMC,CONV,Light Commercial Truck
VEH,KROMA,MCY,Motorcycle
VEH,WA/NE,P/SH,Motor Home
VEH,REO,STAK,Combination Long-haul Truck
VEH,KALMA,TRAC,Passenger Car
VEH,NEWL,H/WH,Motor Home
VEH,RAYGO,RBM,Single Unit Short-haul Truck
VEH,WACKE,P/SH,Motor Home
VEH,FSO,2DSD,Other Buses
VEH,INTER,EMVR,Passenger Car
VEH,WACK,EMVR,Passenger Car
VEH,HU/OL,2DSD,Other Buses
VEH,OLDMS,2DSD,Other Buses
VEH,OLDMS,SEDN,Single Unit Long-haul Truck
VEH,ODLSM,2DSD,Other Buses
VEH,OLDMO,2DSD,Other Buses
VEH,FPRD,2DSD,Other Buses
VEH,NERAC,MCY,Motorcycle
VEH,CUSHM,DUMP,School Bus
VEH,CONV,CONV,Light Commercial Truck
VEH,PETTI,RBM,Single Unit Short-haul Truck
VEH,DI/WI,EMVR,Passenger Car
VEH,CUSTO,SEDN,Single Unit Long-haul Truck
VEH,DIAMO,PICK,Passenger Truck
VEH,JEEPP,PICK,Passenger Truck
VEH,WILY,PICK,Passenger Truck
VEH,TIMBE,EMVR,Passenger Car
VEH,OLSM,4DSD,Combination Long-haul Truck
VEH,OLSMO,2DSD,Other Buses
VEH,CUTLA,CONV,Light Commercial Truck
VEH,OV/WI,4DSD,Combination Long-haul Truck
VEH,MARQU,2DSD,Other Buses
VEH,INTL,TRAC,Passenger Car
VEH,MBC,RD/S,School Bus
VEH,OVER,4DSD,Combination Long-haul Truck
VEH,AMGEN,4DSD,Combination Long-haul Truck
VEH,OLSDM,2DSD,Other Buses
VEH,RENUL,2DSD,Other Buses
VEH,VOLKZ,CONV,Light Commercial Truck
VEH,FOAHR,FIRE,Light Commercial Truck
VEH,FV,TANK,Other Buses
VEH,GRADE,P/SH,Motor Home
VEH,VOLK,4DSD,Combination Long-haul Truck
VEH,SEARS,CONV,Light Commercial Truck
VEH,BUFSP,R/RD,Passenger Truck
VEH,KA/OT,SWT,Single Unit Long-haul Truck
VEH,ADLER,2DSD,Other Buses
VEH,FORDR,CONV,Light Commercial Truck
VEH,KABOT,RD/S,School Bus
VEH,COMAN,MCY,Motorcycle
VEH,KA/OT,TRAC,Passenger Car
VEH,CHEVZ,2DSD,Other Buses
VEH,AUST,2DSD,Other Buses
VEH,CORD,CONV,Light Commercial Truck
VEH,GROVE,UTIL,Transit Bus
VEH,DTMC,PICK,Passenger Truck
VEH,HYSTE,SWT,Single Unit Long-haul Truck
VEH,OPEL,CONV,Light Commercial Truck
VEH,OPEL,MCY,Motorcycle
VEH,PIRSC,FIRE,Light Commercial Truck
VEH,HONDA,MOPD,Light Commercial Truck
VEH,BMY,TRAC,Passenger Car
VEH,BMY,FLAT,Combination Short-haul Truck
VEH,DAC,BUS,Passenger Car
VEH,FERGU,????,Motorcycle
VEH,NORTH,MCY,Motorcycle
VEH,KAISE,4DSD,Combination Long-haul Truck
VEH,CHE,CONV,Light Commercial Truck
VEH,OTTAW,T/CR,Single Unit Short-haul Truck
VEH,LA/RO,STAK,Combination Long-haul Truck
VEH,ROVER,SUBN,Combination Short-haul Truck
VEH,FSC,SUBN,Combination Short-haul Truck
VEH,VOKSW,2DSD,Other Buses
VEH,LA/MO,RD/S,School Bus
VEH,ROYAL,CONV,Light Commercial Truck
VEH,PLTMO,4DSD,Combination Long-haul Truck
VEH,TROJA,EMVR,Passenger Car
VEH,RIVS,MCY,Motorcycle
VEH,MERCE,UTIL,Transit Bus
VEH,TAILI,SWT,Single Unit Long-haul Truck
VEH,FIAT,SUBN,Combination Short-haul Truck
VEH,PRCA,CONV,Light Commercial Truck
VEH,GR/MA,TRAC,Passenger Car
VEH,TROJA,SN/P,Other Buses
VEH,BORGW,SUBN,Combination Short-haul Truck
VEH,HEIN,2DSD,Other Buses
VEH,TROJA,TRAC,Passenger Car
VEH,FI/JO,CONV,Light Commercial Truck
VEH,KR/AL,P/SH,Motor Home
VEH,GRAND,RBM,Single Unit Short-haul Truck
VEH,GRAD,RBM,Single Unit Short-haul Truck
VEH,LEROI,UTIL,Transit Bus
VEH,LEROI,RBM,Single Unit Short-haul Truck
VEH,EAGLE,RBM,Single Unit Short-haul Truck
VEH,TALBO,CONV,Light Commercial Truck
VEH,HE/HO,P/SH,Motor Home
VEH,NEWH,EMVR,Passenger Car
VEH,NO/HO,RBM,Single Unit Short-haul Truck
VEH,NHOLL,RBM,Single Unit Short-haul Truck
VEH,NW/HL,P/SH,Motor Home
VEH,NW/HA,P/SH,Motor Home
VEH,NE/HO,EMVR,Passenger Car
VEH,NH,EMVR,Passenger Car
VEH,NEWHO,RBM,Single Unit Short-haul Truck
VEH,NEW,P/SH,Motor Home
VEH,NHOLL,P/SH,Motor Home
VEH,NEHO,P/SH,Motor Home
VEH,NEW,EMVR,Passenger Car
VEH,NH,P/SH,Motor Home
VEH,HOLLA,TRAC,Passenger Car
VEH,HOLLA,P/SH,Motor Home
VEH,BM/HA,S/SP,Combination Short-haul Truck
VEH,BMYHA,TRAC,Passenger Car
VEH,BOWEN,TRAC,Passenger Car
VEH,RAM,2DSD,Other Buses
VEH,BMY,UTIL,Transit Bus
VEH,FORD,RBM,Single Unit Short-haul Truck
VEH,HARS,TRAC,Passenger Car
VEH,NEWHL,P/SH,Motor Home
VEH,NE/HL,EMVR,Passenger Car
VEH,BWMY,H/WH,Motor Home
VEH,HARS,FLAT,Combination Short-haul Truck
VEH,AM/CN,2DSD,Other Buses
VEH,HE/HO,EMVR,Passenger Car
VEH,LAM,MCY,Motorcycle
VEH,SHAST,H/WH,Motor Home
VEH,MERZ,H/WH,Motor Home
VEH,CHERV,CONV,Light Commercial Truck
VEH,CORVE,2DSD,Other Buses
VEH,FERRA,CONV,Light Commercial Truck
VEH,MORET,2DSD,Other Buses
VEH,FEDER,DUMP,School Bus
VEH,WARD,FLAT,Combination Short-haul Truck
VEH,ALF,CONV,Light Commercial Truck
VEH,TORO,SN/P,Other Buses
VEH,HUDSN,2DSD,Other Buses
VEH,WACKR,P/SH,Motor Home
VEH,GEHL,SWT,Single Unit Long-haul Truck
VEH,PR/PA,RBM,Single Unit Short-haul Truck
VEH,TRAC,MOPD,Light Commercial Truck
VEH,ALFAR,2DSD,Other Buses
VEH,GLASS,2DSD,Other Buses
VEH,SHMID,UTIL,Transit Bus
VEH,MO/GU,MOPD,Light Commercial Truck
VEH,TROGA,TRAC,Passenger Car
VEH,GEHL,TRAC,Passenger Car
VEH,MATRA,2DSD,Other Buses
VEH,JOHDE,TRAC,Passenger Car
VEH,JOHND,TRAC,Passenger Car
VEH,JOHND,RBM,Single Unit Short-haul Truck
VEH,JO/DE,R/RD,Passenger Truck
VEH,WA/NE,UTIL,Transit Bus
VEH,FWD,SN/P,Other Buses
VEH,WAYN,RBM,Single Unit Short-haul Truck
VEH,WAYNE,TRLR,Combination Short-haul Truck
VEH,SAKAI,R/RD,Passenger Truck
VEH,LE/BO,P/SH,Motor Home
VEH,MADVA,RD/S,School Bus
VEH,BMY,DUMP,School Bus
VEH,BM/HA,DUMP,School Bus
VEH,DIVCO,UTIL,Transit Bus
VEH,DIVCO,DELV,Combination Long-haul Truck
VEH,MDC,MOPD,Light Commercial Truck
VEH,ODLSM,4DSD,Combination Long-haul Truck
VEH,MITSU,RBM,Single Unit Short-haul Truck
VEH,KENWO,FLAT,Combination Short-haul Truck
VEH,KENWO,VAN,Motor Home
VEH,KENWO,UTIL,Transit Bus
VEH,KENWO,TOW,Transit Bus
VEH,WOLKS,4DSD,Combination Long-haul Truck
VEH,VOLSW,2DSD,Other Buses
VEH,VOOKS,2DSD,Other Buses
VEH,RSP,2DSD,Other Buses
VEH,WOLKS,SUBN,Combination Short-haul Truck
VEH,VOLKS,STAK,Combination Long-haul Truck
VEH,VWHIT,SUBN,Combination Short-haul Truck
VEH,YMCL,MCY,Motorcycle
VEH,PLY,2DSD,Other Buses
VEH,CH/PN,R/RD,Passenger Truck
VEH,CEV,PICK,Passenger Truck
VEH,HUBER,RBM,Single Unit Short-haul Truck
VEH,INTER,CONV,Light Commercial Truck
VEH,IN/HA,SUBN,Combination Short-haul Truck
VEH,CHEVR,TANK,Other Buses
VEH,OLS,CONV,Light Commercial Truck
VEH,NISSA,REFG,Refuse Truck
VEH,NSSN,4DSD,Combination Long-haul Truck
VEH,NISS,4DSD,Combination Long-haul Truck
VEH,PALAR,ATV,Refuse Truck
VEH,RZR,ATV,Refuse Truck
VEH,KENW,DUMP,School Bus
VEH,KENWO,DELV,Combination Long-haul Truck
VEH,KEN,DELV,Combination Long-haul Truck
VEH,KENNE,TOW,Transit Bus
VEH,KENTO,TANK,Other Buses
VEH,KW,FLAT,Combination Short-haul Truck
VEH,MAZDA,SEDN,Single Unit Long-haul Truck
VEH,MADZA,4DSD,Combination Long-haul Truck
VEH,MAZDA,UTIL,Transit Bus
VEH,OLD,SUBN,Combination Short-haul Truck
VEH,KAI,4DSD,Combination Long-haul Truck
VEH,OLDMO,CONV,Light Commercial Truck
VEH,OLDSN,2DSD,Other Buses
VEH,CANAM,ATV,Refuse Truck
VEH,CANAN,ATV,Refuse Truck
VEH,CFMOT,ATV,Refuse Truck
VEH,BMBA,MCY,Motorcycle
VEH,CN/AM,ATV,Refuse Truck
VEH,BRP,ATV,Refuse Truck
VEH,CA/MA,ATV,Refuse Truck
VEH,CA/AN,ATV,Refuse Truck
VEH,AC/AM,ATV,Refuse Truck
VEH,CAN,ATV,Refuse Truck
VEH,CA/ON,ATV,Refuse Truck
VEH,BOMBA,ATV,Refuse Truck
VEH,BMBR,ATV,Refuse Truck
VEH,CA/A,ATV,Refuse Truck
VEH,INTL,DELV,Combination Long-haul Truck
VEH,HODNA,MCY,Motorcycle
VEH,INTER,CMIX,Passenger Truck
VEH,NAVIS,W/DR,Single Unit Short-haul Truck
VEH,INTER,W/SR,Transit Bus
VEH,INTER,T/CR,Single Unit Short-haul Truck
VEH,INTRN,TANK,Other Buses
VEH,INTL,TOW,Transit Bus
VEH,CATER,DUMP,School Bus
VEH,CAT,DUMP,School Bus
VEH,INTER,RD/S,School Bus
VEH,INTL,TR/C,Refuse Truck
VEH,CAT,TR/C,Refuse Truck
VEH,CAT,FLAT,Combination Short-haul Truck
VEH,CAT,TRAC,Passenger Car
VEH,CAT,T/CR,Single Unit Short-haul Truck
VEH,CA/TR,FLAT,Combination Short-haul Truck
VEH,CATPA,DUMP,School Bus
VEH,CATEP,DUMP,School Bus
VEH,CA/TR,DUMP,School Bus
VEH,CATAP,DUMP,School Bus
VEH,INTE,DUMP,School Bus
VEH,INTTE,DUMP,School Bus
VEH,NAVIS,DUMP,School Bus
VEH,INTER,SEMI,Passenger Truck
VEH,CA/TR,TRAC,Passenger Car
VEH,INTE,TR/C,Refuse Truck
VEH,INTER,FPM,School Bus
VEH,INT,UTIL,Transit Bus
VEH,KME,FIRE,Light Commercial Truck
VEH,INT,FLAT,Combination Short-haul Truck
VEH,INTER,AMBU,Combination Short-haul Truck
VEH,INTLV,VAN,Motor Home
VEH,NAVIS,VAN,Motor Home
VEH,INTL,REFG,Refuse Truck
VEH,INT,DUMP,School Bus
VEH,INTRN,VAN,Motor Home
VEH,INTER,LOCO,Combination Long-haul Truck
VEH,INTNT,UTIL,Transit Bus
VEH,INT,DELV,Combination Long-haul Truck
VEH,INTE,UTIL,Transit Bus
VEH,INTER,CUST,School Bus
VEH,INTE,FLAT,Combination Short-haul Truck
VEH,INTE,RD/S,School Bus
VEH,TYMC,RD/S,School Bus
VEH,OTHER,RD/S,School Bus
VEH,RVWR,H/WH,Motor Home
VEH,WRAIT,H/WH,Motor Home
VEH,INTNL,TOW,Transit Bus
VEH,LEDWE,TANK,Other Buses
VEH,OLSM,2DSD,Other Buses
VEH,CUTLA,2DSD,Other Buses
VEH,FORDC,CONV,Light Commercial Truck
VEH,CUTLA,4DSD,Combination Long-haul Truck
VEH,BUCIK,4DSD,Combination Long-haul Truck
VEH,GMC,4DSD,Combination Long-haul Truck
VEH,GMC,DCOM,Single Unit Short-haul Truck
VEH,CHEVR,DCOM,Single Unit Short-haul Truck
VEH,CEHVR,SUBN,Combination Short-haul Truck
VEH,CHEVE,SUBN,Combination Short-haul Truck
VEH,CHEVY,SUBN,Combination Short-haul Truck
VEH,CHEVO,SUBN,Combination Short-haul Truck
VEH,GMC,SEDN,Single Unit Long-haul Truck
VEH,GMC,TR/C,Refuse Truck
VEH,GMC,TOW,Transit Bus
VEH,CATEP,RBM,Single Unit Short-haul Truck
VEH,CHE,UTIL,Transit Bus
VEH,CHERV,DUMP,School Bus
VEH,CHEBV,DUMP,School Bus
VEH,CHEVE,UTIL,Transit Bus
VEH,ELDOR,H/WH,Motor Home
VEH,STERL,STAK,Combination Long-haul Truck
VEH,STERL,PICK,Passenger Truck
VEH,STERL,TANK,Other Buses
VEH,STERL,TOW,Transit Bus
VEH,STERL,DELV,Combination Long-haul Truck
VEH,STEM,DUMP,School Bus
VEH,STER,FLAT,Combination Short-haul Truck
VEH,STERL,VAN,Motor Home
VEH,FORD,CMIX,Passenger Truck
VEH,FORD,W/SR,Transit Bus
VEH,FORDW,UTIL,Transit Bus
VEH,FORD,TR/C,Refuse Truck
VEH,FRDTR,DUMP,School Bus
VEH,FODR,DUMP,School Bus
VEH,FUNM,H/WH,Motor Home
VEH,FORD,W/DR,Single Unit Short-haul Truck
VEH,FOD,DUMP,School Bus
VEH,FORD,T/CR,Single Unit Short-haul Truck
VEH,FORD,TRLR,Combination Short-haul Truck
VEH,FPRD,UTIL,Transit Bus
VEH,FRD,UTIL,Transit Bus
VEH,FROD,STAK,Combination Long-haul Truck
VEH,FORD,SWT,Single Unit Long-haul Truck
VEH,FORDD,DUMP,School Bus
VEH,FORDQ,TOW,Transit Bus
VEH,FORDS,DUMP,School Bus
VEH,GL/CO,BUS,Passenger Car
VEH,LOWCA,UTIL,Transit Bus
VEH,FORD,TAXI,Single Unit Long-haul Truck
VEH,FORDS,STAK,Combination Long-haul Truck
VEH,FPORD,PICK,Passenger Truck
VEH,FORDW,DUMP,School Bus
VEH,SU/SP,H/WH,Motor Home
VEH,SUNSP,H/WH,Motor Home
VEH,SE/VI,H/WH,Motor Home
VEH,ROSE,H/WH,Motor Home
VEH,FW/WD,H/WH,Motor Home
VEH,WINNE,SUBN,Combination Short-haul Truck
VEH,SANTA,H/WH,Motor Home
VEH,SEAV,H/WH,Motor Home
VEH,ITSAC,H/WH,Motor Home
VEH,SUNVO,H/WH,Motor Home
VEH,INT,H/WH,Motor Home
VEH,SOUT,H/WH,Motor Home
VEH,GEOBY,H/WH,Motor Home
VEH,PINNA,H/WH,Motor Home
VEH,REXHA,H/WH,Motor Home
VEH,WD/SP,H/WH,Motor Home
VEH,FOUW,H/WH,Motor Home
VEH,TROP,H/WH,Motor Home
VEH,AERBU,H/WH,Motor Home
VEH,KOAI,H/WH,Motor Home
VEH,GFTS,H/WH,Motor Home
VEH,MTAIR,H/WH,Motor Home
VEH,KO/AI,H/WH,Motor Home
VEH,HOLLI,H/WH,Motor Home
VEH,RESID,H/WH,Motor Home
VEH,PURSU,H/WH,Motor Home
VEH,GA/BO,H/WH,Motor Home
VEH,IMPUL,H/WH,Motor Home
VEH,RAMBL,H/WH,Motor Home
VEH,FIRA,H/WH,Motor Home
VEH,VECTR,H/WH,Motor Home
VEH,COVIN,H/WH,Motor Home
VEH,SWING,H/WH,Motor Home
VEH,MANOR,H/WH,Motor Home
VEH,GRAND,H/WH,Motor Home
VEH,NATNL,H/WH,Motor Home
VEH,SOWI,H/WH,Motor Home
VEH,BOUN,H/WH,Motor Home
VEH,HOL,H/WH,Motor Home
VEH,PEI,H/WH,Motor Home
VEH,PC/AR,H/WH,Motor Home
VEH,INTR,H/WH,Motor Home
VEH,FO/BO,H/WH,Motor Home
VEH,KT/ST,H/WH,Motor Home
VEH,SUNST,H/WH,Motor Home
VEH,PACEA,H/WH,Motor Home
VEH,UL/SU,H/WH,Motor Home
VEH,MIRAD,H/WH,Motor Home
VEH,PURSI,H/WH,Motor Home
VEH,FORS,4DSD,Combination Long-haul Truck
VEH,DULEV,RD/S,School Bus
VEH,DODGE,DCOM,Single Unit Short-haul Truck
VEH,DODGE,SN/P,Other Buses
VEH,RAM,PICK,Passenger Truck
VEH,DOD,TOW,Transit Bus
VEH,DODGE,TR/C,Refuse Truck
VEH,DODGE,W/DR,Single Unit Short-haul Truck
VEH,CHRYS,DUMP,School Bus
VEH,DODG,DUMP,School Bus
VEH,DOGE,PICK,Passenger Truck
VEH,DODG,UTIL,Transit Bus
VEH,RAM,FLAT,Combination Short-haul Truck
VEH,DODGE,W/SR,Transit Bus
VEH,DODG,TOW,Transit Bus
VEH,RAM,UTIL,Transit Bus
VEH,RAMT,UTIL,Transit Bus
VEH,RAM,TR/C,Refuse Truck
